Electricity Load [J],Heating Load [J],Cooling Load [J],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly)
0.044394989,0,0.052144899,0,5.25,5.25
0.041641705,0,0.051152566,0,3.416666667,3.416666667
0.040323,0,0.049341609,0,1.833333333,1.833333333
0.037308883,0,0.045480892,0,1.583333333,1.583333333
0.020048301,0,0.038791296,0,1.416666667,1.416666667
0.009038147,0,0.028421678,0,1.583333333,1.583333333
0.007871828,0.012342325,0.012929475,0,3.166666667,3.166666667
0.005536545,0,0,0,3.416666667,3.416666667
0.006920789,2.00E-05,0.001587569,0,1.25,1.25
0.005355677,0,0.001912407,0,0,0
0.010051014,0.000476336,0.013947308,0,0,0
0.021092652,0,0.018233203,0,0,0
0.024429383,0,0.019892252,0,0.583333333,0.583333333
0.027926809,0,0.033701429,0,0.416666667,0.416666667
0.034628469,0,0.036053957,0,0,0
0.038562771,0,0.035797893,0,0,0
0.047022809,0,0.032929181,0,1.166666667,1.166666667
0.051855534,0,0.042691235,0,2.583333333,2.583333333
0.049290629,0,0.044564989,0,3,3
0.046146096,0,0.043766829,0,3,3
0.043233414,0,0.038310424,0,3.583333333,3.583333333
0.044392671,0,0.036281555,0,3.416666667,3.416666667
0.04910947,0,0.036837591,0,3,3
0.049887016,0,0.037010754,0,2.416666667,2.416666667
0.046742483,0,0.048498571,0,2,2
0.04359795,0,0.054423907,0,2,2
0.040453417,0,0.047916268,0,0.833333333,0.833333333
0.037308883,0,0.045348764,0,1.166666667,1.166666667
0.020048301,0,0.037701307,0,1.416666667,1.416666667
0.009038147,0,0.028245201,0,0.416666667,0.416666667
0.008260601,0.000355246,0.013512642,0,0,0
0.005536545,0,0,0,1.166666667,1.166666667
0.006920789,4.29E-05,0,0,0.833333333,0.833333333
0.005355677,0,0.001274612,0,0.583333333,0.583333333
0.010051014,5.64E-05,0.012605228,0,0.416666667,0.416666667
0.021006799,7.03E-05,0.015797252,0,0,0
0.024429383,0,0.018120245,0,0,0
0.027926809,0,0.030935145,0,0.583333333,0.583333333
0.0341987,0,0.033074086,0,0.416666667,0.416666667
0.0389155,0,0.026699482,0,0.583333333,0.583333333
0.048331925,0,0.029359967,0,1.583333333,1.583333333
0.052845855,0,0.034559388,0,1.416666667,1.416666667
0.048382667,0,0.040466327,0,2.166666667,2.166666667
0.044933829,0,0.041394783,0,4.166666667,4.166666667
0.041789296,0,0.036702919,0,5,5
0.041789296,0,0.034603952,0.000220744,5,5
0.045989383,0,0.038323774,0.000993348,5,5
0.045989383,0,0.041111628,0.000110372,4.416666667,4.416666667
0.04284485,0,0.045970426,0,4,4
0.04017851,0,0.048051593,0,2.833333333,2.833333333
0.038077307,0,0.047764652,0,2,2
0.034976246,0,0.035923113,0,1.416666667,1.416666667
0.020048301,0,0.026898392,0,0.416666667,0.416666667
0.00905961,0,0.02283864,0,0,0
0.008260601,0,0.016641938,0,0,0
0.005536545,0,0,0,0,0
0.006920789,0,0,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0,0.011064572,0,0,0
0.022209162,5.86E-05,0.017684606,0,0,0
0.025559822,0,0.019547945,0,0,0
0.028704355,0,0.028751171,0,0,0
0.034802358,0,0.03126866,0,0,0
0.038823604,0,0.033246445,0,0,0
0.047539522,0,0.03085678,0,0,0
0.052256322,0,0.042913233,0,0,0
0.049111789,0,0.053322939,0,0.583333333,0.583333333
0.045967255,0,0.050413353,0,0.416666667,0.416666667
0.042822722,0,0.0409516,0,1.75,1.75
0.042822722,0,0.034921095,0,3,3
0.047539522,0,0.037135937,0,2.416666667,2.416666667
0.047669938,0,0.044689785,0,1.416666667,1.416666667
0.045112279,0,0.053593212,0,1.583333333,1.583333333
0.042945868,0,0.053473041,0,1.416666667,1.416666667
0.040453417,0,0.052210433,0,0.416666667,0.416666667
0.037308883,0,0.041774494,0,0,0
0.020048301,0,0.032171351,0,0,0
0.009038147,0,0.023807041,0,0,0
0.007871828,5.58E-05,0.014594105,0,0,0
0.005536545,0,0,0,0,0
0.006920789,4.46E-05,0,0,0,0
0.005355677,0,0.001370742,0,0.583333333,0.583333333
0.010051014,0,0.012568564,0,1,1
0.021006799,5.19E-05,0.015861731,0,0.416666667,0.416666667
0.024429383,0,0.018266999,0,0,0
0.027926809,0,0.030953989,0,0,0
0.034017567,0,0.033216211,0,0,0
0.038190965,0,0.027088389,0,0,0
0.046607531,0,0.030243557,0,0,0
0.051222896,0,0.036184339,0,0,0
0.048078362,0,0.042618644,0,0,0
0.045542439,0,0.042117168,0,0,0
0.042347188,0,0.035333071,0,1.166666667,1.166666667
0.041789296,0,0.032014277,0,0.833333333,0.833333333
0.046119799,0,0.034385249,0,0.583333333,0.583333333
0.046511048,0,0.037806374,0,0.416666667,0.416666667
0.043931652,0,0.043273965,0,0,0
0.041265313,0,0.045796647,0,0,0
0.038120779,0,0.045960478,0,1.166666667,1.166666667
0.034976246,0,0.034803251,0,0.833333333,0.833333333
0.020048301,0,0.026105209,0,0,0
0.00905961,0,0.022059519,0,0,0
0.008260601,0,0.01617174,0,0,0
0.005536545,0,0,0,0,0
0.006920789,0,0,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0,0.010781971,0,0,0
0.022209162,5.59E-05,0.017676618,0,0,0
0.025559822,0,0.019509734,0,0.583333333,0.583333333
0.028704355,0,0.028683729,0,1.583333333,1.583333333
0.034628469,0,0.031019546,0,2.583333333,2.583333333
0.038562771,0,0.032797386,0,3.583333333,3.583333333
0.047539522,0,0.030322928,0,5.166666667,5.166666667
0.052256322,0,0.040905569,0,4.833333333,4.833333333
0.049111789,0,0.050206988,0,4,4
0.045967255,0,0.047994969,0,4.583333333,4.583333333
0.042822722,0,0.039961282,0,5,5
0.042822722,0,0.034553414,0,5,5
0.047539522,0,0.036789468,0,4.416666667,4.416666667
0.047669938,0,0.043460343,0,4,4
0.04576436,0,0.051116187,0,3.416666667,3.416666667
0.042945868,0,0.050687662,0,4.166666667,4.166666667
0.040453417,0,0.049503427,0,3.833333333,3.833333333
0.037308883,0,0.040098395,0,1.25,1.25
0.020048301,0,0.03104037,0,1.75,1.75
0.009038147,0,0.024655185,0,3,3
0.007871828,0,0.020604105,0,3,3
0.005536545,0,0,0,2.416666667,2.416666667
0.006920789,0,0,0,1.416666667,1.416666667
0.005355677,0,0,0,1.583333333,1.583333333
0.010051014,0,0.010969487,0,0.833333333,0.833333333
0.022209162,5.51E-05,0.018228205,0,0,0
0.025559822,0,0.020015733,0,0,0
0.028704355,0,0.028246255,0,0,0
0.034976246,0,0.030705616,0,0,0
0.039345269,0,0.032388243,0,0.583333333,0.583333333
0.049104518,0,0.029845381,0,2.166666667,2.166666667
0.053690901,0,0.039880833,0,2.416666667,2.416666667
0.049633454,0,0.04866918,0,2,2
0.045967255,0,0.046464172,0,3.166666667,3.166666667
0.043670428,0,0.037689659,0,2.833333333,2.833333333
0.042822722,0,0.032029888,0,2.583333333,2.583333333
0.047539522,0,0.03464412,0,1.833333333,1.833333333
0.047800355,0,0.042318778,0,2.166666667,2.166666667
0.044786238,0,0.051199347,0,2.416666667,2.416666667
0.041967745,0,0.052011568,0,2.583333333,2.583333333
0.040388208,0,0.050995056,0,2.416666667,2.416666667
0.037308883,0,0.040839272,0,0.833333333,0.833333333
0.020048301,0,0.031619797,0,0.583333333,0.583333333
0.009038147,0,0.023346689,0,0.416666667,0.416666667
0.007871828,0,0.016307947,0,0,0
0.005536545,0,0,0,0,0
0.006920789,0,0,0,0,0
0.005355677,0,0,0,0,0
0.010051014,3.50E-05,0.014590086,0,0,0
0.022209162,0,0.019238803,0,0,0
0.025559822,0,0.020258445,0,0.583333333,0.583333333
0.028704355,0,0.029477468,0,2.166666667,2.166666667
0.034976246,0,0.031438076,0,3,3
0.039693046,0,0.032973298,0,3,3
0.049887016,0,0.030300809,0,3.583333333,3.583333333
0.054603816,0,0.040588025,0,4,4
0.051459283,0,0.048956092,0,4,4
0.04831475,0,0.045674355,0,3.416666667,3.416666667
0.045170216,0,0.037004763,0,2.416666667,2.416666667
0.044452926,0,0.031397995,0,2.583333333,2.583333333
0.048126395,0,0.033583199,0,2.416666667,2.416666667
0.047539522,0,0.041225968,0,2,2
0.044786238,0,0.050410354,0,1.416666667,1.416666667
0.042424203,0,0.051068039,0,1.583333333,1.583333333
0.040453417,0,0.050417849,0,2,2
0.037308883,0,0.040656153,0,2,2
0.020048301,0,0.031662449,0,2,2
0.009038147,0,0.0235169,0,2,2
0.007871828,0.00022433,0.013107732,0,2.583333333,2.583333333
0.005536545,0,0,0,2.416666667,2.416666667
0.006920789,0,0,0,2.583333333,2.583333333
0.005355677,0,0,0,2.416666667,2.416666667
0.010051014,0.000263623,0.012278799,0,2.583333333,2.583333333
0.021092652,6.72E-05,0.015675877,0,3,3
0.024429383,0,0.018335203,0,1.833333333,1.833333333
0.027883337,0,0.031726353,0,1.583333333,1.583333333
0.034063332,0,0.034509953,0,2,2
0.03812805,0,0.035193906,5.12E-05,2,2
0.047022809,0,0.03349022,0.000327203,1.416666667,1.416666667
0.051739609,0,0.044484406,0.000510613,1.583333333,1.583333333
0.048595075,0,0.044709223,0.000424207,2.583333333,2.583333333
0.045450542,0,0.044791072,0.000874173,4.166666667,4.166666667
0.042306009,0,0.043011992,0.00093319,6.166666667,6.166666667
0.042306009,0,0.043206458,0.000907105,5.833333333,5.833333333
0.047022809,0,0.04413138,0.000780756,5.583333333,5.583333333
0.047539522,0,0.043827926,0.000859011,3.666666667,3.666666667
0.044394989,0,0.048400654,0.001014542,2.583333333,2.583333333
0.041706913,0,0.049653642,0.000401546,2.416666667,2.416666667
0.040388208,0,0.04693698,2.25E-05,1.416666667,1.416666667
0.037308883,0,0.045724339,0,0.416666667,0.416666667
0.020048301,0,0.042301689,0,0,0
0.009038147,0,0.032952635,0,1.166666667,1.166666667
0.008260601,0.00686758,0.013048818,0,1.416666667,1.416666667
0.005536545,0,0,0,0.416666667,0.416666667
0.006920789,2.63E-06,0.001697196,0,0.583333333,0.583333333
0.005355677,2.38E-05,0.001294959,0,0.416666667,0.416666667
0.010051014,0.000550954,0.013834353,0,0,0
0.021006799,0,0.018143653,0,0,0
0.024429383,0,0.019931608,0,0,0
0.027883337,0,0.034032269,0,0,0
0.033293031,0,0.036786694,2.90E-05,0,0
0.037611337,0,0.03032759,0.000130588,1.166666667,1.166666667
0.046506096,0,0.034566367,1.45E-05,1.416666667,1.416666667
0.051222896,0,0.040670668,0,1,1
0.048078362,0,0.046347925,0,0.416666667,0.416666667
0.044933829,0,0.045893849,2.54E-05,0.583333333,0.583333333
0.041789296,0,0.039471699,0.000227265,2.166666667,2.166666667
0.041789296,0,0.03749763,0.000689621,3,3
0.045989383,0,0.041396254,0.000919006,3.583333333,3.583333333
0.045989383,0,0.042371149,0.000702501,3.416666667,3.416666667
0.04284485,0,0.044651577,0.000784179,2.416666667,2.416666667
0.040135038,0,0.044003391,8.15E-05,1.416666667,1.416666667
0.038120779,0,0.043316084,0,0.416666667,0.416666667
0.034976246,0,0.039327667,0,0,0
0.020048301,0,0.031228968,0,0,0
0.00905961,0,0.026215043,0,0,0
0.008260601,0.007037761,0.012899295,0,0,0
0.005536545,2.96E-05,0,0,0,0
0.006920789,0,0.001857124,0,0,0
0.005355677,2.99E-05,0.000742296,0,0,0
0.010051014,0.000314506,0.015364539,0,0,0
0.022209162,0,0.019246333,0,0,0
0.025559822,0,0.021523642,2.28E-06,0,0
0.028501485,0,0.032391582,1.03E-05,0,0
0.033672083,0,0.035366595,5.36E-05,0,0
0.03812805,0,0.037392859,0.000359484,1.166666667,1.166666667
0.047539522,0,0.035554016,0.000749128,2,2
0.052256322,0,0.041182533,0.000997424,2.583333333,2.583333333
0.049111789,0,0.046543537,0.001064593,3,3
0.045967255,0,0.046248351,0.001077472,3.583333333,3.583333333
0.042822722,0,0.042910277,0.001137142,4,4
0.042822722,0,0.041627241,0.001027911,4.583333333,4.583333333
0.047539522,0,0.040162843,0.000970687,4.416666667,4.416666667
0.047539522,0,0.042469925,0.001292347,3.416666667,3.416666667
0.044460197,0,0.047367784,0.001059213,3.583333333,3.583333333
0.042293786,0,0.047858072,0.000396981,3.416666667,3.416666667
0.040453417,0,0.047155425,2.22E-05,2.416666667,2.416666667
0.037308883,0,0.046680189,0,2.583333333,2.583333333
0.020048301,0,0.040341812,0,3.583333333,3.583333333
0.009038147,0,0.029392472,0,3.416666667,3.416666667
0.007871828,0.009021757,0.013340315,0,3,3
0.005536545,0,0,0,2.416666667,2.416666667
0.006920789,1.87E-06,0.001402725,0,2.583333333,2.583333333
0.005355677,0,0.001002017,0,2.416666667,2.416666667
0.010051014,0.000362079,0.017937399,0,1.416666667,1.416666667
0.022209162,0,0.021799282,0,0.416666667,0.416666667
0.025559822,0,0.023412815,9.78E-07,0,0
0.028559448,0,0.033689107,9.62E-06,0,0
0.033889443,0,0.036071013,5.40E-05,0,0
0.03812805,0,0.037932184,0.000261176,1.166666667,1.166666667
0.047539522,0,0.035678094,0.000734129,2.583333333,2.583333333
0.052256322,0,0.039805189,0.000972806,3.583333333,3.583333333
0.049111789,0,0.045146417,0.00101764,4.583333333,4.583333333
0.045967255,0,0.044982026,0.000831295,5,5
0.042822722,0,0.041173037,0.0007713,3.833333333,3.833333333
0.042822722,0,0.038725738,0.000895856,3.583333333,3.583333333
0.047539522,0,0.038532498,0.000951449,4.583333333,4.583333333
0.047539522,0,0.040741431,0.001291369,4.416666667,4.416666667
0.044394989,0,0.043588109,0.001058561,4,4
0.042228578,0,0.044065328,0.000394046,4,4
0.040453417,0,0.043169914,2.20E-05,3.416666667,3.416666667
0.037308883,0,0.03905419,0,3,3
0.020048301,0,0.033677864,0,3,3
0.009038147,0,0.028350623,0,1.833333333,1.833333333
0.007871828,0.011807999,0.012526057,0,2.166666667,2.166666667
0.005536545,0,0.001239639,0,2.416666667,2.416666667
0.006920789,1.53E-05,0.00207807,0,2,2
0.005355677,0,0.00189269,0,1.416666667,1.416666667
0.010051014,1.03E-05,0.015368066,0,0.416666667,0.416666667
0.022209162,0,0.021508359,0,0,0
0.025559822,0,0.023436305,0,0,0
0.028530466,0,0.034248499,0,0,0
0.033541666,0,0.036970132,6.03E-05,0,0
0.03812805,0,0.037839874,0.000357527,1.166666667,1.166666667
0.047539522,0,0.037824701,0.000544687,3.166666667,3.166666667
0.052256322,0,0.046027289,0.000768528,4,4
0.049111789,0,0.047272609,0.000922104,5.166666667,5.166666667
0.045967255,0,0.044964777,0.000927973,4.833333333,4.833333333
0.042822722,0,0.040734023,0.000660602,4,4
0.042822722,0,0.035522967,0.001029541,4.583333333,4.583333333
0.047539522,0,0.035239227,0.001390166,4.416666667,4.416666667
0.047539522,0,0.039741319,0.001179693,4,4
0.044394989,0,0.042997191,0.000338942,3.416666667,3.416666667
0.041706913,0,0.042564348,0.000311226,3,3
0.040388208,0,0.041579698,2.17E-05,2.416666667,2.416666667
0.037308883,0,0.039237231,0,0.833333333,0.833333333
0.020048301,0,0.036231175,0,0,0
0.009038147,0,0.030529491,0,0.583333333,0.583333333
0.007871828,0.011245152,0.012228863,0,0.416666667,0.416666667
0.005536545,8.70E-05,0.001542528,0,0,0
0.006920789,5.04E-06,0.002296662,0,0,0
0.005355677,0,0.001236029,0,0.583333333,0.583333333
0.010051014,5.73E-06,0.016639796,0,0.416666667,0.416666667
0.022209162,0,0.020383385,0,0,0
0.025559822,0,0.022838918,0,0,0
0.028501485,0,0.033992318,0,0,0
0.033541666,0,0.035107428,5.51E-05,1.75,1.75
0.03812805,0,0.034714023,0.000356875,1.833333333,1.833333333
0.047539522,0,0.033483237,0.00067446,1.583333333,1.583333333
0.052256322,0,0.040882884,0.00096009,3.166666667,3.166666667
0.049111789,0,0.047816992,0.001136001,4.583333333,4.583333333
0.045967255,0,0.046121497,0.000966122,3.25,3.25
0.042822722,0,0.040808793,0.000986175,2,2
0.042822722,0,0.037548826,0.001269523,3.166666667,3.166666667
0.047539522,0,0.039674563,0.001185725,4.583333333,4.583333333
0.047539522,0,0.045429625,0.000119991,3.833333333,3.833333333
0.044394989,0,0.04786378,0,3,3
0.041641705,0,0.047220119,0,3,3
0.040388208,0,0.046755921,0,3,3
0.037308883,0,0.041568163,0,2.416666667,2.416666667
0.020048301,0,0.034309914,0,0.833333333,0.833333333
0.009038147,0,0.030040281,0,0.583333333,0.583333333
0.007871828,0.011699306,0.01290248,0,1.583333333,1.583333333
0.005536545,0,0.001184714,0,2,2
0.006920789,3.72E-05,0.002160871,0,1.416666667,1.416666667
0.005355677,0,0.001840064,0,0.416666667,0.416666667
0.010051014,2.90E-05,0.016198308,0,0,0
0.022209162,0,0.022439433,0,0,0
0.025559822,0,0.023856876,0,0,0
0.028501485,0,0.033463745,0,0.583333333,0.583333333
0.033541666,0,0.033523929,5.38E-05,1,1
0.03812805,0,0.032425316,0.000332094,1.583333333,1.583333333
0.047539522,0,0.032018027,0.000599791,2.583333333,2.583333333
0.052256322,0,0.041947164,0.000943135,3.583333333,3.583333333
0.049111789,0,0.046686499,0.000918191,4.583333333,4.583333333
0.045967255,0,0.045031265,0.001126056,4.416666667,4.416666667
0.042822722,0,0.042787449,0.001169422,4,4
0.042822722,0,0.040848649,0.001390981,5.166666667,5.166666667
0.047539522,0,0.043521796,0.001425055,6,6
0.047539522,0,0.044619015,0.001338811,4.833333333,4.833333333
0.044394989,0,0.045956608,0.00105367,2.833333333,2.833333333
0.041706913,0,0.046918179,0.000384916,2.583333333,2.583333333
0.040388208,0,0.045440452,2.13E-05,1.833333333,1.833333333
0.037308883,0,0.040818313,0,0.416666667,0.416666667
0.020048301,0,0.035555485,0,0,0
0.009038147,0,0.030240798,0,0,0
0.007871828,0.011526295,0.012844459,0,0,0
0.005536545,0,0.001082463,0,0.583333333,0.583333333
0.006920789,2.81E-05,0.002041253,0,1,1
0.005355677,1.48E-06,0.001235222,0,1,1
0.010051014,0.00025742,0.015345786,0,1,1
0.021092652,0,0.019673006,0,0.416666667,0.416666667
0.024429383,0,0.021493087,0,0,0
0.027796393,0,0.036403547,7.50E-06,0,0
0.033498194,0,0.039366874,0.000107111,1.166666667,1.166666667
0.03812805,0,0.040061544,0.000444749,2.583333333,2.583333333
0.047022809,0,0.037046593,0.000684567,3.583333333,3.583333333
0.051739609,0,0.045902685,0.000909224,4.583333333,4.583333333
0.048595075,0,0.044773567,0.000899116,5,5
0.045450542,0,0.043868659,0.000286609,4.416666667,4.416666667
0.042306009,0,0.041764836,0.001072418,4.583333333,4.583333333
0.042306009,0,0.038874898,0.001214908,5.583333333,5.583333333
0.047022809,0,0.038411115,0.001404676,4.833333333,4.833333333
0.047539522,0,0.037481562,0.001337344,4.583333333,4.583333333
0.044394989,0,0.041717707,0.001052855,4.416666667,4.416666667
0.042032954,0,0.044189077,0.000381982,4,4
0.040453417,0,0.042674098,0,3.416666667,3.416666667
0.037308883,0,0.043610159,0,3,3
0.020048301,0,0.041953557,0,2.416666667,2.416666667
0.009038147,0,0.036554118,0,2.583333333,2.583333333
0.008260601,0.01086609,0.013583241,0,2.416666667,2.416666667
0.005536545,2.38E-06,0,0,1.416666667,1.416666667
0.006920789,1.41E-05,0.002063976,0,1,1
0.005355677,0,0.001165985,0,1,1
0.010051014,0.000219358,0.017799495,0,0.416666667,0.416666667
0.021006799,0,0.01954329,0,0,0
0.024429383,0,0.021620172,6.52E-07,1.166666667,1.166666667
0.027883337,0,0.036757542,2.93E-06,1.416666667,1.416666667
0.033329258,0,0.03885507,3.26E-07,1,1
0.037611337,0,0.031736916,0,2.166666667,2.166666667
0.046506096,0,0.035506483,0,3,3
0.051222896,0,0.039290156,8.84E-05,3,3
0.048078362,0,0.039864092,0.000397633,4.166666667,4.166666667
0.044933829,0,0.039321797,4.42E-05,5,5
0.041789296,0,0.035462519,0.000113796,5,5
0.041789296,0,0.03438429,0.000512081,5,5
0.045989383,0,0.037862654,5.69E-05,4.416666667,4.416666667
0.045989383,0,0.039179705,0,4.583333333,4.583333333
0.04284485,0,0.040686332,0,4.416666667,4.416666667
0.040091565,0,0.042628979,0,3.416666667,3.416666667
0.038120779,0,0.043291323,0,1.833333333,1.833333333
0.034976246,0,0.03974666,0,0.416666667,0.416666667
0.020048301,0,0.033334721,0,0,0
0.00905961,0,0.028453936,0,0,0
0.008260601,0.008771756,0.013484164,0,1.75,1.75
0.005536545,0,0,0,1.25,1.25
0.006920789,2.01E-06,0.001458307,0,0,0
0.005355677,0,0.001106979,0,0,0
0.010051014,0.000237423,0.016479612,0,0,0
0.022209162,0,0.020339244,0,0,0
0.025559822,0,0.022551715,0,0,0
0.028588429,0,0.033494883,0,0,0
0.033585139,0,0.036258299,0,0,0
0.03812805,0,0.036936734,0,0,0
0.047539522,0,0.036326765,0,0.583333333,0.583333333
0.052256322,0,0.042506888,9.62E-05,1,1
0.049111789,0,0.043576684,0.000432848,1.583333333,1.583333333
0.045967255,0,0.038739309,4.81E-05,2.583333333,2.583333333
0.043996469,0,0.043427213,0,2.416666667,2.416666667
0.044387718,0,0.038990197,0,0.833333333,0.833333333
0.049104518,0,0.03978247,0,0,0
0.048974102,0,0.045817708,0,0,0
0.04648165,0,0.048182645,0,1.75,1.75
0.04359795,0,0.048270074,0,1.833333333,1.833333333
0.040453417,0,0.048053073,0,2.166666667,2.166666667
0.037308883,0,0.043789663,0,1.25,1.25
0.020048301,0,0.035374541,0,1.166666667,1.166666667
0.009038147,0,0.026073461,0,1.416666667,1.416666667
0.007871828,0.003700284,0.01271521,0,1,1
0.005536545,3.00E-05,0,0,1.583333333,1.583333333
0.006920789,0,0.001688232,0,0.833333333,0.833333333
0.005355677,6.55E-07,0.000846331,0,0,0
0.010051014,0.000385354,0.016000859,0,0.583333333,0.583333333
0.022209162,0,0.019995214,0,1.583333333,1.583333333
0.025559822,0,0.022287514,0,2,2
0.028675374,0,0.032735153,0,2,2
0.03401986,0,0.034994537,2.74E-05,2,2
0.03812805,0,0.037334196,0.000186181,2.583333333,2.583333333
0.047539522,0,0.034019762,0.000375787,3,3
0.052256322,0,0.03935508,0.00052121,3.583333333,3.583333333
0.049111789,0,0.039294872,0.000775539,3.416666667,3.416666667
0.045967255,0,0.038658486,0.000774398,4.75,4.75
0.042822722,0,0.037807355,0.000783527,5.416666667,5.416666667
0.042822722,0,0.036530263,0.001061006,4.416666667,4.416666667
0.047539522,0,0.040947458,0.001319574,4.583333333,4.583333333
0.047539522,0,0.045483341,0.001206593,5,5
0.044394989,0,0.047350672,0.001032639,4.416666667,4.416666667
0.042032954,0,0.046640209,0.000372689,3.416666667,3.416666667
0.040453417,0,0.045941752,0,2.416666667,2.416666667
0.037308883,0,0.04228923,0,1.416666667,1.416666667
0.020048301,0,0.037761997,0,1.583333333,1.583333333
0.009038147,0,0.031335541,0,1.416666667,1.416666667
0.007871828,0.014051356,0.013402244,0,1.583333333,1.583333333
0.005536545,0,0.000486581,0,2,2
0.006920789,0,0.001603337,0,3.75,3.75
0.005355677,9.53E-05,0.001999811,0,3.833333333,3.833333333
0.010051014,0.000106041,0.016036266,0,2.416666667,2.416666667
0.022209162,0,0.02223766,0,1.416666667,1.416666667
0.025559822,0,0.02384805,0,0.416666667,0.416666667
0.028472504,0,0.03461667,1.27E-05,0,0
0.033628611,0,0.037223107,8.95E-05,0,0
0.03812805,0,0.038986092,0.000248785,0,0
0.047539522,0,0.035862096,0.000596531,1.75,1.75
0.052256322,0,0.03848453,0.000867488,3,3
0.049111789,0,0.039777504,0.001038671,3,3
0.045967255,0,0.038164556,0.001000359,3.583333333,3.583333333
0.042822722,0,0.036302405,0.000694349,4.583333333,4.583333333
0.042822722,0,0.035183315,0.000981121,5,5
0.047539522,0,0.037617041,0.001383971,3.833333333,3.833333333
0.047539522,0,0.042964009,0.00133604,3.583333333,3.583333333
0.044394989,0,0.044789153,0.001044051,4,4
0.042032954,0,0.042804981,0.000368124,2.25,2.25
0.040453417,0,0.042062386,0,1.583333333,1.583333333
0.037308883,0,0.037988843,0,1.416666667,1.416666667
0.020048301,0,0.033177504,0,1.583333333,1.583333333
0.009038147,0,0.028938329,0,2,2
0.007871828,0.011447346,0.011878632,0,0.833333333,0.833333333
0.005536545,4.56E-05,0.001755072,0,0.583333333,0.583333333
0.006920789,0,0.002425167,0,0.416666667,0.416666667
0.005355677,2.26E-05,0.001941978,0,0,0
0.010051014,1.21E-05,0.016482767,0,0,0
0.022209162,0,0.02023806,0,1.166666667,1.166666667
0.025559822,0,0.022978448,0,0.833333333,0.833333333
0.028559448,0,0.032881452,0,0,0
0.033585139,0,0.033994661,4.86E-05,1.75,1.75
0.03812805,0,0.033123222,0.000317422,3,3
0.047539522,0,0.032426908,0.000616257,3,3
0.052256322,0,0.039483988,0.0008864,4.166666667,4.166666667
0.049111789,0,0.045968906,0.001061821,5,5
0.045967255,0,0.043793652,0.001240503,5.583333333,5.583333333
0.042822722,0,0.039822063,0.001316639,4.25,4.25
0.042822722,0,0.038074647,0.001232026,3,3
0.047539522,0,0.03869581,0.001404839,3,3
0.047539522,0,0.043000219,0.001335714,3.583333333,3.583333333
0.044394989,0,0.046943991,0.001041932,3.416666667,3.416666667
0.04216337,0,0.046324981,0.000365027,2.416666667,2.416666667
0.040453417,0,0.043951202,0,1.416666667,1.416666667
0.037308883,0,0.039140608,0,0.416666667,0.416666667
0.020048301,0,0.035505805,0,0,0
0.009038147,0,0.031228848,0,0,0
0.007871828,0.01275829,0.012395744,0,0,0
0.005536545,7.05E-05,0.001679278,0,0,0
0.006920789,0,0.002287997,0,0,0
0.005355677,0,0.001871239,0,0,0
0.010051014,0.000247101,0.019094049,0,1.75,1.75
0.022209162,0,0.022805926,0,1.25,1.25
0.025559822,0,0.02432607,0,0,0
0.028588429,0,0.034712955,0,0,0
0.033715555,0,0.036995201,0,0,0
0.03812805,0,0.038598778,4.21E-05,0,0
0.047539522,0,0.035855973,0.000285141,0,0
0.052256322,0,0.040859974,0.000555447,1.75,1.75
0.049111789,0,0.043489267,0.000657993,1.833333333,1.833333333
0.045967255,0,0.041997254,0.000876618,1,1
0.042822722,0,0.039510662,0.000963677,2.75,2.75
0.042822722,0,0.036508308,0.000829176,3.416666667,3.416666667
0.047539522,0,0.03794961,0.000688969,3,3
0.047539522,0,0.041198905,0.000860804,3,3
0.044394989,0,0.043839546,0.00093694,3.583333333,3.583333333
0.041772121,0,0.04364461,0.00035394,3.416666667,3.416666667
0.040453417,0,0.044654926,0,3.583333333,3.583333333
0.037308883,0,0.043301746,0,3.416666667,3.416666667
0.020048301,0,0.039825702,0,1.25,1.25
0.009038147,0,0.02971641,0,0,0
0.007871828,0.007001907,0.013344393,0,0.583333333,0.583333333
0.005536545,3.48E-06,0,0,1.583333333,1.583333333
0.006920789,0,0.002086303,0,1.416666667,1.416666667
0.005355677,0,0.000725516,0,1.583333333,1.583333333
0.010051014,0.000280343,0.017161388,0,1.416666667,1.416666667
0.021092652,0,0.01901661,0,1,1
0.024429383,0,0.020948343,0,0.416666667,0.416666667
0.027883337,0,0.03532903,0,0,0
0.033845971,0,0.037757904,1.53E-05,1.75,1.75
0.03812805,0,0.038194127,0.000124393,2.416666667,2.416666667
0.047022809,0,0.035598017,0.000314813,1.416666667,1.416666667
0.051739609,0,0.042956252,0.000377417,0.416666667,0.416666667
0.048595075,0,0.042744603,0.000599139,1.166666667,1.166666667
0.045450542,0,0.041549842,0.000874336,2,2
0.042306009,0,0.039966119,0.000495125,1.416666667,1.416666667
0.042306009,0,0.038945607,0.00019955,1.583333333,1.583333333
0.047022809,0,0.038819147,0.000274218,3.166666667,3.166666667
0.047539522,0,0.039817463,0.000701197,4,4
0.044394989,0,0.04445852,0.000729238,3.416666667,3.416666667
