Electricity Load [J],Heating Load [J],Cooling Load [J],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly)
0.042822722,0,0.033231207,0.000123578,1.416666667,1.416666667
0.042822722,0,0.028994409,0.000545991,2.75,2.75
0.047539522,0,0.030325675,0.000827709,3.416666667,3.416666667
0.049234934,0,0.034809026,8.74E-05,3,3
0.046742483,0,0.03956968,0,3,3
0.04359795,0,0.038908233,0,2.416666667,2.416666667
0.040453417,0,0.037419875,0,3.166666667,3.166666667
0.037308883,0,0.030119313,0,3.416666667,3.416666667
0.020048301,0,0.023313955,0,1.833333333,1.833333333
0.009038147,0,0.015776834,0,1.583333333,1.583333333
0.007871828,0,0.038025159,0,2,2
0.005536545,0,0,0,2,2
0.006920789,0,0,0,2.583333333,2.583333333
0.005355677,0,0,0,2.416666667,2.416666667
0.010051014,0.004726782,0.010428386,0,2,2
0.022209162,4.84E-05,0.012227012,0,2,2
0.025559822,0,0.012394206,0,0.833333333,0.833333333
0.028646392,0,0.01798618,0,0.583333333,0.583333333
0.033802499,0,0.02039314,6.03E-05,1.583333333,1.583333333
0.03812805,0,0.023214732,0.00041361,3.166666667,3.166666667
0.047539522,0,0.024392049,0.000872705,3.416666667,3.416666667
0.052256322,0,0.033473985,0.001227298,2.416666667,2.416666667
0.049111789,0,0.04204253,0.001451792,2.583333333,2.583333333
0.045967255,0,0.042199308,0.001513417,3,3
0.042822722,0,0.036415351,0.001469562,2.416666667,2.416666667
0.042822722,0,0.032249041,0.001335877,2.583333333,2.583333333
0.047539522,0,0.032585525,0.000908898,2.416666667,2.416666667
0.049365351,0,0.036824952,8.82E-05,2,2
0.046742483,0,0.04160943,0,2,2
0.04359795,0,0.039894494,0,2,2
0.040453417,0,0.03788497,0,2,2
0.037308883,0,0.030105272,0,0.833333333,0.833333333
0.020048301,0,0.023022394,0,0.583333333,0.583333333
0.009038147,0,0.015479044,0,0.416666667,0.416666667
0.008260601,0,0.038328859,0,0,0
0.005536545,0,0,0,0.583333333,0.583333333
0.006920789,0,0,0,1.583333333,1.583333333
0.005355677,0,0,0,2,2
0.010051014,0.004711175,0.009004809,0,0.833333333,0.833333333
0.021092652,0.001551083,0.010575391,0,0.583333333,0.583333333
0.024429383,0.001641196,0.010927599,0,1.583333333,1.583333333
0.027883337,0,0.017848343,0,2,2
0.033759027,0,0.020656479,9.29E-05,2,2
0.03812805,0,0.023850664,0.000595226,2,2
0.047022809,0,0.025383077,0.001069158,3.166666667,3.166666667
0.051739609,0,0.03452259,0.00136294,3.416666667,3.416666667
0.048595075,0,0.036833279,0.00152646,4.166666667,4.166666667
0.045450542,0,0.037860986,0.001520428,3.833333333,3.833333333
0.042306009,0,0.034737035,0.001453259,3.583333333,3.583333333
0.042306009,0,0.034559087,0.001086113,4.583333333,4.583333333
0.047022809,0,0.033731344,0.000106948,4.416666667,4.416666667
0.049234934,0,0.033258379,0,4,4
0.046742483,0,0.040671753,0,3.416666667,3.416666667
0.04359795,0,0.044728602,0,3,3
0.040453417,0,0.038891978,0,3,3
0.037308883,0,0.036644487,0,1.833333333,1.833333333
0.020048301,0,0.029137578,0,0.416666667,0.416666667
0.009038147,0,0.021051721,0,1.75,1.75
0.008260601,0,0.038713201,0,3,3
0.005536545,0,0,0,3,3
0.006920789,0,0,0,2.416666667,2.416666667
0.005355677,0,0,0,0.833333333,0.833333333
0.010051014,0.002691631,0.009257099,0,1.166666667,1.166666667
0.021006799,0.000669606,0.010745722,0,1.416666667,1.416666667
0.024429383,0.000190525,0.011068262,0,1.583333333,1.583333333
0.027926809,0,0.02058556,0,2,2
0.033727753,0,0.022758334,0,1.416666667,1.416666667
0.037611337,0,0.019830964,0,1.583333333,1.583333333
0.046506096,0,0.023596103,0,2,2
0.051222896,0,0.028774599,0,2,2
0.048078362,0,0.033590793,0,2,2
0.045339569,0,0.032956416,0,2.583333333,2.583333333
0.042397906,0,0.027847968,0,3,3
0.042499341,0,0.025382318,0,3,3
0.047032714,0,0.026616159,0,3,3
0.047423963,0,0.02921174,0,3.583333333,3.583333333
0.044409846,0,0.034209356,0,4,4
0.041265313,0,0.035978502,0,3.416666667,3.416666667
0.038120779,0,0.035314873,0,2.416666667,2.416666667
0.034976246,0,0.026234259,0,2,2
0.020048301,0,0.019289706,0,2.583333333,2.583333333
0.00905961,0,0.015742109,0,2.416666667,2.416666667
0.008260601,0,0.037633492,0,0.833333333,0.833333333
0.005536545,0,0,0,0,0
0.006920789,0,0,0,1.166666667,1.166666667
0.005355677,0,0,0,0.833333333,0.833333333
0.010051014,0.003926278,0.009488836,0,0.583333333,0.583333333
0.021006799,0.00092719,0.010654874,0,0.416666667,0.416666667
0.024429383,0.000170616,0.011065971,0,0.583333333,0.583333333
0.027926809,0,0.021480334,0,1.583333333,1.583333333
0.033908886,0,0.023811489,0,2,2
0.037611337,0,0.020146036,0,2,2
0.046506096,0,0.0238109,0,3.166666667,3.166666667
0.051222896,0,0.029245759,0.000209006,4.583333333,4.583333333
0.048078362,0,0.035920044,0.001195181,6.75,6.75
0.044933829,0,0.038067352,0.00149793,5.083333333,5.083333333
0.041789296,0,0.034291391,0.001472497,4.75,4.75
0.041789296,0,0.032162074,0.001347126,5.416666667,5.416666667
0.045989383,0,0.033474092,0.000933027,5,5
0.047206602,0,0.034510627,9.08E-05,4.416666667,4.416666667
0.044409846,0,0.03886498,0,3.416666667,3.416666667
0.041265313,0,0.040045109,0,2.416666667,2.416666667
0.038120779,0,0.039075643,0,2,2
0.034976246,0,0.028661846,0,2.583333333,2.583333333
0.020048301,0,0.020636484,0,2.416666667,2.416666667
0.00905961,0,0.016490245,0,2,2
0.007871828,0,0.037402978,0,1.416666667,1.416666667
0.005536545,0,0,0,2.75,2.75
0.006920789,0,0,0,3.416666667,3.416666667
0.005355677,0,0,0,2.416666667,2.416666667
0.010051014,0.00244521,0.01035241,0,2.583333333,2.583333333
0.022209162,5.17E-05,0.013096364,0,1.25,1.25
0.025559822,0,0.013443735,0,0.583333333,0.583333333
0.028588429,0,0.019243809,1.11E-05,0.416666667,0.416666667
0.033585139,0,0.02167235,4.99E-05,0,0
0.03812805,0,0.025146039,7.70E-05,0,0
0.047539522,0,0.025885594,0.000481757,0.583333333,0.583333333
0.052256322,0,0.036871868,0.000942809,2.166666667,2.166666667
0.049111789,0,0.045886951,0.000999054,3.583333333,3.583333333
0.045967255,0,0.044045927,0.000586586,3.416666667,3.416666667
0.042822722,0,0.036540385,0.000669406,3,3
0.042822722,0,0.032069316,0.000839284,3,3
0.047539522,0,0.033480077,0.000889987,3,3
0.049430559,0,0.038783427,9.15E-05,2.416666667,2.416666667
0.046742483,0,0.044529347,0,2,2
0.04359795,0,0.042639138,0,2.583333333,2.583333333
0.040453417,0,0.040619307,0,3,3
0.037308883,0,0.032218499,0,2.416666667,2.416666667
0.020048301,0,0.024603704,0,2,2
0.009038147,0,0.016728622,0,2.583333333,2.583333333
0.007871828,0,0.038289773,0,2.416666667,2.416666667
0.005536545,0,0,0,4.333333333,4.333333333
0.006920789,0,0,0,6,6
0.005355677,0,0,0,4.833333333,4.833333333
0.010051014,0.003476614,0.004021212,0,4.583333333,4.583333333
0.022209162,0,0.012129859,0,5,5
0.025559822,0,0.012699674,0,4.416666667,4.416666667
0.028646392,0,0.019843019,0,2.833333333,2.833333333
0.033845971,0,0.022542107,3.49E-05,0.833333333,0.833333333
0.03812805,0,0.026007197,0.000250253,0,0
0.047539522,0,0.026192519,0.000618377,2.333333333,2.333333333
0.052256322,0,0.037165127,0.001074375,4,4
0.049111789,0,0.043915084,0.001299032,4.583333333,4.583333333
0.045967255,0,0.04060402,0.001499723,3.25,3.25
0.042822722,0,0.034340256,0.001474942,2.583333333,2.583333333
0.042822722,0,0.030476465,0.001354625,2.416666667,2.416666667
0.047539522,0,0.031659941,0.000946721,0.833333333,0.833333333
0.049365351,0,0.035387942,9.23E-05,1.166666667,1.166666667
0.046742483,0,0.04093717,0,2,2
0.04359795,0,0.043000323,0,2,2
0.040453417,0,0.042502784,0,3.75,3.75
0.037308883,0,0.039330632,0,5.583333333,5.583333333
0.020048301,0,0.029868399,0,6.583333333,6.583333333
0.009038147,0,0.019034604,0,7,7
0.007871828,0,0.035379062,0,7.583333333,7.583333333
0.005536545,0,0,0,8,8
0.006920789,0,0,0,7.416666667,7.416666667
0.005355677,0,0,0,7,7
0.010051014,0.002723796,0.008368034,0,7,7
0.022209162,0.000169655,0.012929818,0,6.416666667,6.416666667
0.025559822,0,0.01350262,0,6,6
0.028704355,0,0.020264727,0,6.583333333,6.583333333
0.034976246,0,0.022377902,0,7,7
0.039693046,0,0.023760871,0,7,7
0.049887016,0,0.022925339,0,5.833333333,5.833333333
0.05408215,0,0.030001756,0,5.583333333,5.583333333
0.050676785,0,0.035862544,0,6,6
0.0479235,0,0.03367296,0,5.416666667,5.416666667
0.045170216,0,0.027369444,0,5.583333333,5.583333333
0.045170216,0,0.023448673,0,6,6
0.049887016,0,0.023793819,0,6,6
0.049887016,0,0.028845643,0,5.416666667,5.416666667
0.046742483,0,0.033324109,0,5.583333333,5.583333333
0.04359795,0,0.032782206,0,7.166666667,7.166666667
0.040453417,0,0.031863665,0,6.25,6.25
0.037308883,0,0.026268567,0,5.583333333,5.583333333
0.020048301,0,0.020302761,0,6.583333333,6.583333333
0.009038147,0,0.013449041,0,5.833333333,5.833333333
0.007871828,0,0.036643811,0,5,5
0.005536545,0,0,0,4.416666667,4.416666667
0.006920789,0,0,0,4,4
0.005355677,0,0,0,4,4
0.010051014,0.006801538,0.009242186,0,4,4
0.022209162,0.000741996,0.011530168,0,4.583333333,4.583333333
0.025559822,0.000544772,0.011580697,0,5,5
0.028704355,0,0.016450148,0,5.583333333,5.583333333
0.034976246,0,0.018862099,0,5.416666667,5.416666667
0.039084436,0,0.020597951,0,5,5
0.048256812,0,0.020688526,0,4.416666667,4.416666667
0.052256322,0,0.026527554,0,4.583333333,4.583333333
0.049111789,0,0.031593469,0,5,5
0.046423713,0,0.030017538,0,5,5
0.042822722,0,0.025275827,0,5,5
0.042822722,0,0.022747756,0,4.416666667,4.416666667
0.047865563,0,0.023431705,0,3.416666667,3.416666667
0.049495767,0,0.029264741,0,3,3
0.046742483,0,0.03400927,0,3,3
0.04359795,0,0.033847052,0,3,3
0.040453417,0,0.032877048,0,3,3
0.037308883,0,0.026741035,0,3.583333333,3.583333333
0.020048301,0,0.020804,0,3.416666667,3.416666667
0.009038147,0,0.013872846,0,3,3
0.008260601,0,0.037047395,0,3,3
0.005536545,0,0,0,2.416666667,2.416666667
0.006920789,0,0,0,2,2
0.005355677,0,0,0,1.416666667,1.416666667
0.010051014,0.005308615,0.004102838,0,1.583333333,1.583333333
0.021092652,0.002136568,0.010950293,0,1.416666667,1.416666667
0.024429383,0.002451279,0.010921179,0,1,1
0.027818129,0,0.015888056,2.93E-06,0.416666667,0.416666667
0.033541666,0,0.018972758,0.000110698,0,0
0.03812805,0,0.02215608,0.000604519,1.75,1.75
0.047022809,0,0.023756964,0.001010304,3,3
0.051739609,0,0.031923784,0.001322019,3.583333333,3.583333333
0.048595075,0,0.033792734,0.001448857,4,4
0.045450542,0,0.035237307,0.001516189,3.416666667,3.416666667
0.042306009,0,0.032337837,0.001479018,3.583333333,3.583333333
0.042306009,0,0.0325987,0.001363266,4,4
0.047022809,0,0.032734192,0.000964818,4,4
0.049365351,0,0.031104945,9.42E-05,3.416666667,3.416666667
0.046742483,0,0.037477169,0,3,3
0.04359795,0,0.040100573,0,1.833333333,1.833333333
0.040453417,0,0.034692544,0,1,1
0.037308883,0,0.032138468,0,1,1
0.020048301,0,0.024867962,0,0.416666667,0.416666667
0.009038147,0,0.017833868,0,0,0
0.008260601,0,0.038458337,0,0,0
0.005536545,0,0,0,1.166666667,1.166666667
0.006920789,0,0,0,0.833333333,0.833333333
0.005355677,0,0,0,0,0
0.010051014,0.004493581,0.008889155,0,0,0
0.021006799,0.001825525,0.010505826,0,0.583333333,0.583333333
0.024429383,0.002049444,0.01089793,0,0.416666667,0.416666667
0.027883337,0,0.01669335,6.85E-06,0,0
0.033184351,0,0.019252785,0.000109394,1.75,1.75
0.037611337,0,0.018761761,0.000541263,3,3
0.046506096,0,0.023454549,0.001086439,3.583333333,3.583333333
0.051222896,0,0.028812244,0.001331638,3.416666667,3.416666667
0.048078362,0,0.033946811,0.001524667,3,3
0.044933829,0,0.035291554,0.00152483,4.166666667,4.166666667
0.041789296,0,0.031944928,0.001479344,3.833333333,3.833333333
0.041789296,0,0.030695219,0.001366037,2.416666667,2.416666667
0.045989383,0,0.031426955,0.00097085,3.166666667,3.166666667
0.047206602,0,0.031715779,9.49E-05,3.416666667,3.416666667
0.044409846,0,0.035517235,0,3,3
0.041265313,0,0.036136225,0,3,3
0.038120779,0,0.034608604,0,1.833333333,1.833333333
0.034976246,0,0.025464113,0,0.416666667,0.416666667
0.020048301,0,0.019006283,0,0,0
0.00905961,0,0.014788095,0,0,0
0.007871828,0,0.037912524,0,0,0
0.005536545,0,0,0,1.166666667,1.166666667
0.006920789,0,0,0,0.833333333,0.833333333
0.005355677,0,0,0,0,0
0.010051014,0.004396986,0.008862381,0,0,0
0.022209162,8.16E-05,0.010751829,0,1.166666667,1.166666667
0.025559822,9.88E-06,0.011175102,0,2,2
0.028704355,0,0.017606431,0,1.416666667,1.416666667
0.033976388,0,0.020675401,4.08E-05,0.416666667,0.416666667
0.03812805,0,0.023787926,0.00020493,0,0
0.047539522,0,0.024200999,0.000242427,0.583333333,0.583333333
0.052256322,0,0.033628091,0.00064169,1,1
0.049111789,0,0.041471944,0.000473931,0.416666667,0.416666667
0.045967255,0,0.040784098,0.000641853,1.75,1.75
0.042822722,0,0.034509473,0.000611367,3.583333333,3.583333333
0.042822722,0,0.029442476,0.000253024,3.416666667,3.416666667
0.047539522,0,0.031443358,0.000859826,1.833333333,1.833333333
0.049300143,0,0.036405047,9.55E-05,0.416666667,0.416666667
0.046742483,0,0.041994198,0,0.583333333,0.583333333
0.04359795,0,0.040740547,0,1.583333333,1.583333333
0.040453417,0,0.038846805,0,2,2
0.037308883,0,0.031218359,0,2,2
0.020048301,0,0.023598944,0,2,2
0.009038147,0,0.015970623,0,1.416666667,1.416666667
0.007871828,0,0.038460306,0,0.416666667,0.416666667
0.005536545,0,0,0,0,0
0.006920789,0,0,0,0,0
0.005355677,0,0,0,0.583333333,0.583333333
0.010051014,0.003937776,0.010620076,0,0.416666667,0.416666667
0.022209162,0,0.012501684,0,0.583333333,0.583333333
0.025559822,0,0.012283794,0,2.75,2.75
0.028646392,0,0.018739379,5.87E-06,4,4
0.033802499,0,0.0212742,5.05E-05,3.416666667,3.416666667
0.03812805,0,0.023703281,0.000166944,3,3
0.047539522,0,0.024143982,0.000381493,3,3
0.052256322,0,0.033532279,0.000672992,2.416666667,2.416666667
0.049111789,0,0.041282199,0.000721086,3.166666667,3.166666667
0.045967255,0,0.040430998,0.001077146,4,4
0.042822722,0,0.034769239,0.001148228,3.416666667,3.416666667
0.042822722,0,0.030889347,0.001146108,4.166666667,4.166666667
0.047539522,0,0.030886047,0.000117219,4.416666667,4.416666667
0.049430559,0,0.035702823,0,4,4
0.046742483,0,0.040879364,0,3.416666667,3.416666667
0.04359795,0,0.039620781,0,2.416666667,2.416666667
0.040453417,0,0.037702544,0,2,2
0.037308883,0,0.030040289,0,3.166666667,3.166666667
0.020048301,0,0.022986714,0,3.416666667,3.416666667
0.009038147,0,0.015412627,0,3.583333333,3.583333333
0.007871828,0,0.037808744,0,3.416666667,3.416666667
0.005536545,0,0,0,1.25,1.25
0.006920789,0,0,0,1.166666667,1.166666667
0.005355677,0,0,0,0.833333333,0.833333333
0.010051014,0.004314838,0.0088834,0,0,0
0.022209162,5.43E-05,0.010908531,0,0,0
0.025559822,9.53E-06,0.011138716,3.26E-07,0,0
0.028646392,0,0.016579602,1.47E-06,0,0
0.033759027,0,0.019631652,5.30E-05,0.583333333,0.583333333
0.03812805,0,0.023189681,0.000390622,1,1
0.047539522,0,0.024572159,0.00080032,1.583333333,1.583333333
0.052256322,0,0.033125346,0.000619844,2,2
0.049111789,0,0.04146009,0.000949819,1.416666667,1.416666667
0.045967255,0,0.041477316,0.001194529,1.583333333,1.583333333
0.042822722,0,0.036022795,0.001340441,2,2
0.042822722,0,0.032018824,0.001168281,2.583333333,2.583333333
0.047539522,0,0.031557204,0.000117382,3,3
0.048908894,0,0.038020424,0,1.25,1.25
0.046742483,0,0.042656601,0,0,0
0.04359795,0,0.041009817,0,0,0
0.040453417,0,0.038128105,0,1.166666667,1.166666667
0.037308883,0,0.030653326,0,0.833333333,0.833333333
0.020048301,0,0.023394148,0,0,0
0.009038147,0,0.01559473,0,0,0
0.007871828,0,0.038409927,0,0,0
0.005536545,0,0,0,0,0
0.006920789,0,0,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0.004454555,0.009377262,0,0,0
0.022209162,7.21E-05,0.010892601,0,0,0
0.025559822,0.000106382,0.011041192,0,0,0
0.028472504,0,0.01635273,1.57E-05,0,0
0.033498194,0,0.019704801,0.000150967,0.583333333,0.583333333
0.03812805,0,0.023567781,0.000515667,2.166666667,2.166666667
0.047539522,0,0.025075155,0.000901073,2.416666667,2.416666667
0.052256322,0,0.035197938,0.001248003,2.583333333,2.583333333
0.049111789,0,0.04471572,0.001467769,3,3
0.045967255,0,0.04439941,0.001272131,3,3
0.042822722,0,0.037404574,0.000362744,2.416666667,2.416666667
0.042822722,0,0.033444914,0.001252242,2.583333333,2.583333333
0.047539522,0,0.0344078,0.000992044,2.416666667,2.416666667
0.049300143,0,0.039292665,9.72E-05,1.416666667,1.416666667
0.046742483,0,0.044960271,0,0.416666667,0.416666667
0.04359795,0,0.043622794,0,0.583333333,0.583333333
0.040453417,0,0.041711302,0,1.583333333,1.583333333
0.037308883,0,0.033210923,0,1.416666667,1.416666667
0.020048301,0,0.025315391,0,0.416666667,0.416666667
0.009038147,0,0.017302656,0,0,0
0.007871828,0,0.038651137,0,0.583333333,0.583333333
0.005536545,0,0,0,1,1
0.006920789,0,0,0,0.416666667,0.416666667
0.005355677,0,0,0,0,0
0.010051014,0.001979124,0.010448691,0,0.583333333,0.583333333
0.022209162,6.61E-05,0.013385625,0,0.416666667,0.416666667
0.025559822,0,0.013929493,3.26E-07,0,0
0.028646392,0,0.020387482,1.47E-06,0,0
0.033715555,0,0.02297536,5.01E-05,1.166666667,1.166666667
0.03812805,0,0.026176124,0.000348723,2.583333333,2.583333333
0.047539522,0,0.026400485,0.000762985,4.166666667,4.166666667
0.052256322,0,0.037070725,0.001069158,5,5
0.049111789,0,0.045550774,0.001225831,5,5
0.045967255,0,0.043713687,0.00138283,4.416666667,4.416666667
0.042822722,0,0.03930544,0.001471192,4.583333333,4.583333333
0.042822722,0,0.034741,0.001379243,5.583333333,5.583333333
0.047539522,0,0.035725075,0.000996609,4.833333333,4.833333333
0.049300143,0,0.039628545,9.77E-05,4.583333333,4.583333333
0.046742483,0,0.044330419,0,3.833333333,3.833333333
0.04359795,0,0.045739614,0,1.833333333,1.833333333
0.040453417,0,0.043682761,0,1,1
0.037308883,0,0.034663441,0,0.416666667,0.416666667
0.020048301,0,0.026380763,0,1.166666667,1.166666667
0.009038147,0,0.017765567,0,0.833333333,0.833333333
0.008260601,0,0.039247671,0,0,0
0.005536545,0,0,0,0,0
0.006920789,0,0,0,0,0
0.005355677,0,0,0,1.166666667,1.166666667
0.010051014,0.002065667,0.009186296,0,0.833333333,0.833333333
0.021092652,0.000940631,0.01111197,0,0,0
0.024429383,0.000578828,0.011090238,0,1.166666667,1.166666667
0.027839865,0,0.019859719,0,1.416666667,1.416666667
0.033541666,0,0.023579934,6.68E-05,2.75,2.75
0.03812805,0,0.026717076,0.000446216,4,4
0.047022809,0,0.027815329,0.000893573,4,4
0.051739609,0,0.036361196,0.001228765,4.583333333,4.583333333
0.048595075,0,0.036401297,0.001394079,5.583333333,5.583333333
0.045450542,0,0.036131042,0.001513091,5.416666667,5.416666667
0.042306009,0,0.032671441,0.001484072,5,5
0.042306009,0,0.031269408,0.001380221,5,5
0.047022809,0,0.031900243,0.001001011,4.416666667,4.416666667
0.049300143,0,0.031753502,9.81E-05,2.833333333,2.833333333
0.046742483,0,0.038207886,0,2,2
0.04359795,0,0.043906211,0,2,2
0.040453417,0,0.044006297,0,1.416666667,1.416666667
0.037308883,0,0.043370677,0,0.416666667,0.416666667
0.020048301,0,0.034249611,0,0,0
0.009038147,0,0.023578502,0,0,0
0.008260601,0,0.037542899,0,1.166666667,1.166666667
0.005536545,0,0,0,2.583333333,2.583333333
0.006920789,0,0,0,2.416666667,2.416666667
0.005355677,0,0,0,2.583333333,2.583333333
0.010051014,0.001143753,0.009020051,0,3,3
0.021006799,0.000313768,0.011588772,0,3,3
0.024429383,0,0.0117526,0,3,3
0.027926809,0,0.021498104,0,2.416666667,2.416666667
0.03398134,0,0.023873182,0,1.416666667,1.416666667
0.037973604,0,0.020387366,0,1.583333333,1.583333333
0.046506096,0,0.024189259,6.23E-05,1.416666667,1.416666667
0.051222896,0,0.029988063,0.000455998,2.166666667,2.166666667
0.048078362,0,0.03649733,0.001073071,2.416666667,2.416666667
0.044933829,0,0.039281186,0.001467117,2,2
0.041789296,0,0.035592686,0.001483746,2.583333333,2.583333333
0.041789296,0,0.033172017,0.00138283,3.583333333,3.583333333
0.045989383,0,0.033226373,0.001005576,4.583333333,4.583333333
0.04716313,0,0.034539565,9.86E-05,4.416666667,4.416666667
0.044409846,0,0.038474455,0,4.583333333,4.583333333
0.041265313,0,0.041033466,0,4.416666667,4.416666667
0.038120779,0,0.041687816,0,4.583333333,4.583333333
0.034976246,0,0.030912108,0,5.583333333,5.583333333
0.020048301,0,0.022162252,0,5.416666667,5.416666667
0.00905961,0,0.016761793,0,5,5
0.007871828,0,0.03369815,0,5.583333333,5.583333333
0.005536545,0,0,0,5.416666667,5.416666667
0.006920789,0,0,0,5,5
0.005355677,0,0,0,4.416666667,4.416666667
0.010051014,0.001736741,0.008611234,0,4,4
0.022209162,0.000297588,0.012918205,0,2.833333333,2.833333333
0.025559822,0,0.01408531,6.52E-07,0.833333333,0.833333333
0.028646392,0,0.022012909,2.93E-06,0.583333333,0.583333333
0.033932915,0,0.024969579,3.26E-07,1,1
0.03812805,0,0.027838732,0,2.75,2.75
0.047539522,0,0.026267648,0,4,4
0.052256322,0,0.036602456,0,2.833333333,2.833333333
0.049176997,0,0.042224296,0,2,2
0.046749753,0,0.04067723,0,1.416666667,1.416666667
0.04360522,0,0.034840487,0,1,1
0.044126886,0,0.028907286,0,1,1
0.049234934,0,0.030307329,0,2.166666667,2.166666667
0.049887016,0,0.037256392,0,2.416666667,2.416666667
0.046742483,0,0.044139036,0,2,2
0.04359795,0,0.044672178,0,1.416666667,1.416666667
0.040453417,0,0.044208264,0,0.416666667,0.416666667
0.037308883,0,0.035715431,0,0.583333333,0.583333333
0.020048301,0,0.027518075,0,0.416666667,0.416666667
0.009038147,0,0.018163184,0,0,0
0.007871828,0,0.028748004,0,0,0
0.005536545,0,0,0,1.75,1.75
0.006920789,0,0,0,1.833333333,1.833333333
0.005355677,0,0,0,1.583333333,1.583333333
0.010051014,0,0.008876821,0,3.166666667,3.166666667
0.022209162,2.09E-05,0.013950314,0,3.416666667,3.416666667
0.025559822,0,0.014865649,0,3,3
0.028704355,0,0.023712001,0,4.166666667,4.166666667
0.034976246,0,0.025849062,0,3.833333333,3.833333333
0.039432213,0,0.027353772,0,2.416666667,2.416666667
0.047800355,0,0.025591234,0,2.583333333,2.583333333
0.052256322,0,0.034725967,0,3,3
0.049503038,0,0.042330073,0,4.166666667,4.166666667
0.045967255,0,0.03977242,0,3.833333333,3.833333333
0.042822722,0,0.033185454,0,3,3
0.043213971,0,0.028033731,0,3,3
0.04903931,0,0.029394265,0,2.416666667,2.416666667
0.049821808,0,0.036260321,0,2.583333333,2.583333333
0.046742483,0,0.043666232,0,3,3
0.04359795,0,0.043585884,0,1.833333333,1.833333333
0.040453417,0,0.042784289,0,1.583333333,1.583333333
0.037308883,0,0.034092809,0,2.583333333,2.583333333
0.020048301,0,0.026250584,0,3.583333333,3.583333333
0.009038147,0,0.017071281,0,3.416666667,3.416666667
0.007871828,0,0.034383606,0,3,3
0.005536545,0,0,0,3,3
0.006920789,0,0,0,3.583333333,3.583333333
0.005355677,0,0,0,2.833333333,2.833333333
0.010051014,0.001607549,0.008799935,0,2.583333333,2.583333333
0.022209162,5.37E-05,0.011892098,0,3,3
0.025559822,0,0.013694075,0,3,3
0.028704355,0,0.022254922,0,1.833333333,1.833333333
0.034976246,0,0.025038022,0,1.583333333,1.583333333
0.039171381,0,0.026638595,0,2.583333333,2.583333333
0.047800355,0,0.024966839,0,3,3
0.052256322,0,0.033732125,0,3,3
0.049111789,0,0.041277274,0,3,3
0.045967255,0,0.03940943,0,3.583333333,3.583333333
0.042822722,0,0.031807963,0,4,4
0.04360522,0,0.026764911,0,4.583333333,4.583333333
0.049104518,0,0.027941333,0,5.583333333,5.583333333
0.049430559,0,0.034444358,0,4.25,4.25
0.046742483,0,0.041427314,0,3.583333333,3.583333333
0.04359795,0,0.04161532,0,5.75,5.75
0.040453417,0,0.040492792,0,6.416666667,6.416666667
0.037308883,0,0.032421363,0,6.583333333,6.583333333
0.020048301,0,0.024479304,0,7,7
0.009038147,0,0.016453341,0,8.166666667,8.166666667
0.007871828,0,0.037284104,0,9,9
0.005536545,0,0,0,7.833333333,7.833333333
0.006920789,0,0,0,8.166666667,8.166666667
0.005355677,0,0,0,7.25,7.25
0.010051014,0.005143507,0.005774336,0,4.25,4.25
0.022209162,4.04E-05,0.011206601,0,3,3
0.025559822,4.66E-05,0.011023409,0,4.75,4.75
0.028704355,0,0.016816157,0,5.416666667,5.416666667
0.034976246,0,0.019391891,0,4.416666667,4.416666667
0.039693046,0,0.020839264,0,2.833333333,2.833333333
0.049887016,0,0.020708086,0,3.75,3.75
0.054603816,0,0.026257334,0,6.166666667,6.166666667
0.050155119,0,0.031218343,0,6.416666667,6.416666667
0.045967255,0,0.030923674,0,5.416666667,5.416666667
0.042822722,0,0.026476074,0,4.416666667,4.416666667
0.042822722,0,0.023489555,0,4,4
0.048778477,0,0.024207017,0,3.416666667,3.416666667
0.049300143,0,0.029785229,0,3,3
0.046742483,0,0.035026908,0,1.833333333,1.833333333
0.04359795,0,0.035150622,0,0.416666667,0.416666667
0.040453417,0,0.034486592,0,0,0
0.037308883,0,0.02835532,0,0,0
0.020048301,0,0.021973891,0,0,0
0.009038147,0,0.014800623,0,0,0
0.007871828,0,0.037664719,0,0.583333333,0.583333333
0.005536545,0,0,0,0.416666667,0.416666667
0.006920789,0,0,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0.004713879,0.010529554,0,0,0
0.022209162,0.0001103,0.011995174,0,0,0
0.025559822,2.06E-05,0.011851745,0,0,0
0.028443522,0,0.01726992,1.66E-05,0,0
0.033454722,0,0.020601223,0.00017428,0.583333333,0.583333333
0.03812805,0,0.02426923,0.000606476,1,1
0.047539522,0,0.025075259,0.000934657,2.166666667,2.166666667
0.052256322,0,0.034101737,0.001264632,3,3
0.049111789,0,0.042266817,0.001518308,3,3
0.045967255,0,0.041536269,0.001528905,4.166666667,4.166666667
0.042822722,0,0.035820028,0.0014888,5,5
0.042822722,0,0.031820123,0.001393427,4.416666667,4.416666667
0.047539522,0,0.032546999,0.001028074,4,4
0.049300143,0,0.03709969,0.000106785,4.583333333,4.583333333
0.046742483,0,0.042150892,0,5,5
0.04359795,0,0.040375064,0,5,5
0.040453417,0,0.038601882,0,4.416666667,4.416666667
