Electricity Load [J],Heating Load [J],Cooling Load [J],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly),,,,,,,,,
0.00382118,0.01575565,0,0,0.416666667,0.416666667,,,,458.54 ,0.00382118,1890.678 ,0.01575565,,0
0.005409555,0.02037295,0,8.22E-05,0.583333333,0.583333333,,,,649.15 ,0.005409555,2444.754 ,0.02037295,,0
0.004523571,0.017518823,0,0.000533438,2.75,2.75,,,,542.83 ,0.004523571,2102.259 ,0.017518823,,0
0.003269992,0.013795407,0,0.001000033,4.583333333,4.583333333,,,,392.40 ,0.003269992,1655.449 ,0.013795407,,0
0.001360158,0.00814628,0,0.001340768,4.416666667,4.416666667,,,,163.22 ,0.001360158,977.554 ,0.00814628,,0
0.001823387,0.009443183,0,0.001515863,4.583333333,4.583333333,,,,218.81 ,0.001823387,1133.182 ,0.009443183,,0
0.001880076,0.00974252,0,0.001476083,4.416666667,4.416666667,,,,225.61 ,0.001880076,1169.102 ,0.00974252,,0
0.002332273,0.011219955,0,0.001520265,4.583333333,4.583333333,,,,279.87 ,0.002332273,1346.395 ,0.011219955,,0
0.003764638,0.015563967,0,0.001253057,4.416666667,4.416666667,,,,451.76 ,0.003764638,1867.676 ,0.015563967,,0
0.00375277,0.015295708,0,0.000125045,3.416666667,3.416666667,,,,450.33 ,0.00375277,1835.485 ,0.015295708,,0
0.003485019,0.014669977,0,9.13E-05,3,3,,,,418.20 ,0.003485019,1760.397 ,0.014669977,,0
0.003620989,0.014988938,0,0.000410838,2.416666667,2.416666667,,,,434.52 ,0.003620989,1798.673 ,0.014988938,,0
0.002606594,0.012053457,0,3.04E-05,2.583333333,2.583333333,,,,312.79 ,0.002606594,1446.415 ,0.012053457,,0
0.001346951,0.008025333,0,0,3,3,,,,161.63 ,0.001346951,963.040 ,0.008025333,,0
0.001056791,0.006902,0,0,1.25,1.25,,,,126.81 ,0.001056791,828.240 ,0.006902,,0
0.000506796,0.005070708,0,0,1.75,1.75,,,,60.82 ,0.000506796,608.485 ,0.005070708,,0
0.000753462,0.006149617,0,0,4.166666667,4.166666667,,,,90.42 ,0.000753462,737.954 ,0.006149617,,0
0.000119853,0.004365125,0,0,3.833333333,3.833333333,,,,14.38 ,0.000119853,523.815 ,0.004365125,,0
0.00030484,0.004965475,0,0,2.416666667,2.416666667,,,,36.58 ,0.00030484,595.857 ,0.004965475,,0
0.000562668,0.005872758,0,0,1.416666667,1.416666667,,,,67.52 ,0.000562668,704.731 ,0.005872758,,0
0.00077332,0.006530592,0,0,1,1,,,,92.80 ,0.00077332,783.671 ,0.006530592,,0
0.001214279,0.007894717,0,0,0.416666667,0.416666667,,,,145.71 ,0.001214279,947.366 ,0.007894717,,0
0.001767394,0.009582575,0,0,0,0,,,,212.09 ,0.001767394,1149.909 ,0.009582575,,0
0.001502378,0.008757833,0,0,0,0,,,,180.29 ,0.001502378,1050.940 ,0.008757833,,0
0.002071424,0.0103575,0,0,0.583333333,0.583333333,,,,248.57 ,0.002071424,1242.900 ,0.0103575,,0
0.002983548,0.012851183,0,0,1,1,,,,358.03 ,0.002983548,1542.142 ,0.012851183,,0
0.00218457,0.010239678,0,0,2.166666667,2.166666667,,,,262.15 ,0.00218457,1228.761 ,0.010239678,,0
0.001452631,0.008140695,0,0,2.416666667,2.416666667,,,,174.32 ,0.001452631,976.883 ,0.008140695,,0
0.000413242,0.00520319,0,0,2,2,,,,49.59 ,0.000413242,624.383 ,0.00520319,,0
0.000683726,0.005885425,0,0,2.583333333,2.583333333,,,,82.05 ,0.000683726,706.251 ,0.005885425,,0
0.000372532,0.005078202,0,0,3,3,,,,44.70 ,0.000372532,609.384 ,0.005078202,,0
0.000398709,0.005263973,0,0,2.416666667,2.416666667,,,,47.85 ,0.000398709,631.677 ,0.005263973,,0
0.000658543,0.00599831,0,0,2,2,,,,79.03 ,0.000658543,719.797 ,0.00599831,,0
0.000905038,0.006480888,0,0,2,2,,,,108.60 ,0.000905038,777.707 ,0.006480888,,0
0.000432901,0.005263547,0,0,2,2,,,,51.95 ,0.000432901,631.626 ,0.005263547,,0
0.000356582,0.004912735,0,0,2.583333333,2.583333333,,,,42.79 ,0.000356582,589.528 ,0.004912735,,0
0.000280058,0.00488939,0,0,3,3,,,,33.61 ,0.000280058,586.727 ,0.00488939,,0
0.000292466,0.004737287,0,0,2.416666667,2.416666667,,,,35.10 ,0.000292466,568.474 ,0.004737287,,0
0.000267077,0.00438434,0,0,1.416666667,1.416666667,,,,32.05 ,0.000267077,526.121 ,0.00438434,,0
0.000207899,0.00403385,0,0,0.416666667,0.416666667,,,,24.95 ,0.000207899,484.062 ,0.00403385,,0
0.001527625,0.008466042,0,0,0,0,,,,183.32 ,0.001527625,1015.925 ,0.008466042,,0
0.001362537,0.008149392,0,0,0,0,,,,163.50 ,0.001362537,977.927 ,0.008149392,,0
0.001274578,0.007942742,0,0,0,0,,,,152.95 ,0.001274578,953.129 ,0.007942742,,0
0.001719279,0.009423758,0,0,0,0,,,,206.31 ,0.001719279,1130.851 ,0.009423758,,0
0.001834448,0.009788442,0,0,0,0,,,,220.13 ,0.001834448,1174.613 ,0.009788442,,0
0.002074995,0.010537267,0,0,0,0,,,,249.00 ,0.002074995,1264.472 ,0.010537267,,0
0.002319819,0.011278617,0,0,0,0,,,,278.38 ,0.002319819,1353.434 ,0.011278617,,0
0.002573788,0.01204725,0,0,0,0,,,,308.85 ,0.002573788,1445.670 ,0.01204725,,0
0.002677047,0.012216867,0,0,0,0,,,,321.25 ,0.002677047,1466.024 ,0.012216867,,0
0.0036093,0.01477235,0,0,1.166666667,1.166666667,,,,433.12 ,0.0036093,1772.682 ,0.01477235,,0
0.002147693,0.010126462,0,0,2.583333333,2.583333333,,,,257.72 ,0.002147693,1215.175 ,0.010126462,,0
0.001304594,0.007686197,0,0,3.583333333,3.583333333,,,,156.55 ,0.001304594,922.344 ,0.007686197,,0
0.000391501,0.005136442,0,4.47E-05,4.583333333,4.583333333,,,,46.98 ,0.000391501,616.373 ,0.005136442,,0
0.000182991,0.00434808,0,0.000201017,5,5,,,,21.96 ,0.000182991,521.770 ,0.00434808,,0
0.000416939,0.00521454,0,2.23E-05,5,5,,,,50.03 ,0.000416939,625.745 ,0.00521454,,0
0.00016313,0.004540703,0,0,5,5,,,,19.58 ,0.00016313,544.884 ,0.004540703,,0
0.001041333,0.007173542,0,0,5.583333333,5.583333333,,,,124.96 ,0.001041333,860.825 ,0.007173542,,0
0.001307519,0.007716575,0,0,4.833333333,4.833333333,,,,156.90 ,0.001307519,925.989 ,0.007716575,,0
0.000991721,0.006979222,0,0,4.583333333,4.583333333,,,,119.01 ,0.000991721,837.507 ,0.006979222,,0
0.002214486,0.010616827,0,0,4.416666667,4.416666667,,,,265.74 ,0.002214486,1274.019 ,0.010616827,,0
0.001509888,0.008665185,0,0,3.416666667,3.416666667,,,,181.19 ,0.001509888,1039.822 ,0.008665185,,0
0.000647806,0.005828243,0,0,2.416666667,2.416666667,,,,77.74 ,0.000647806,699.389 ,0.005828243,,0
0.000806484,0.006040413,0,0,3.166666667,3.166666667,,,,96.78 ,0.000806484,724.850 ,0.006040413,,0
0.000518687,0.004988025,0,0,3.416666667,3.416666667,,,,62.24 ,0.000518687,598.563 ,0.004988025,,0
0.000600013,0.005618108,0,0,3.583333333,3.583333333,,,,72.00 ,0.000600013,674.173 ,0.005618108,,0
0.000545035,0.005639517,0,0,3.416666667,3.416666667,,,,65.40 ,0.000545035,676.742 ,0.005639517,,0
0.001077475,0.0073376,0,0,2.416666667,2.416666667,,,,129.30 ,0.001077475,880.512 ,0.0073376,,0
0.001753278,0.009528142,0,0,2,2,,,,210.39 ,0.001753278,1143.377 ,0.009528142,,0
0.001585915,0.0090254,0,0,2.583333333,2.583333333,,,,190.31 ,0.001585915,1083.048 ,0.0090254,,0
0.001810304,0.009724617,0,0,3,3,,,,217.24 ,0.001810304,1166.954 ,0.009724617,,0
0.002127132,0.010687033,0,0,2.416666667,2.416666667,,,,255.26 ,0.002127132,1282.444 ,0.010687033,,0
0.002333951,0.011310908,0,0,2.583333333,2.583333333,,,,280.07 ,0.002333951,1357.309 ,0.011310908,,0
0.002487356,0.011634483,0,3.91E-06,3.583333333,3.583333333,,,,298.48 ,0.002487356,1396.138 ,0.011634483,,0
0.004032416,0.016071392,0,3.13E-05,4,4,,,,483.89 ,0.004032416,1928.567 ,0.016071392,,0
0.002680492,0.011762247,0,6.36E-05,2.833333333,2.833333333,,,,321.66 ,0.002680492,1411.470 ,0.011762247,,0
0.001744253,0.009036027,0,0.000112165,3.166666667,3.166666667,,,,209.31 ,0.001744253,1084.323 ,0.009036027,,0
0.002252157,0.01084898,0,0.000662069,2.833333333,2.833333333,,,,270.26 ,0.002252157,1301.878 ,0.01084898,,0
0.002586463,0.011727163,0,0.001156868,3.75,3.75,,,,310.38 ,0.002586463,1407.260 ,0.011727163,,0
0.002507315,0.01163236,0,0.001470377,5,5,,,,300.88 ,0.002507315,1395.883 ,0.01163236,,0
0.00176684,0.009464375,0,0.001192735,4.416666667,4.416666667,,,,212.02 ,0.00176684,1135.725 ,0.009464375,,0
0.002727406,0.012350082,0,0.000498875,4.583333333,4.583333333,,,,327.29 ,0.002727406,1482.010 ,0.012350082,,0
0.003028077,0.01299899,0,4.34E-05,5,5,,,,363.37 ,0.003028077,1559.879 ,0.01299899,,0
0.002850533,0.012686102,0,0,4.416666667,4.416666667,,,,342.06 ,0.002850533,1522.332 ,0.012686102,,0
0.003337828,0.014065683,0,0,4.583333333,4.583333333,,,,400.54 ,0.003337828,1687.882 ,0.014065683,,0
0.002212446,0.01082216,0,0,3.833333333,3.833333333,,,,265.49 ,0.002212446,1298.659 ,0.01082216,,0
0.001571302,0.008663538,0,0,2.416666667,2.416666667,,,,188.56 ,0.001571302,1039.625 ,0.008663538,,0
0.00142527,0.007940197,0,0,2.583333333,2.583333333,,,,171.03 ,0.00142527,952.824 ,0.007940197,,0
0.001130428,0.006866175,0,0,3,3,,,,135.65 ,0.001130428,823.941 ,0.006866175,,0
0.001445138,0.008212792,0,0,1.25,1.25,,,,173.42 ,0.001445138,985.535 ,0.008212792,,0
0.001757227,0.009361158,0,0,1.166666667,1.166666667,,,,210.87 ,0.001757227,1123.339 ,0.009361158,,0
0.002482514,0.011514217,0,0,0.833333333,0.833333333,,,,297.90 ,0.002482514,1381.706 ,0.011514217,,0
0.00267788,0.012345433,0,0,0,0,,,,321.35 ,0.00267788,1481.452 ,0.012345433,,0
0.002796552,0.012731967,0,0,0,0,,,,335.59 ,0.002796552,1527.836 ,0.012731967,,0
0.003373561,0.014524092,0,0,0,0,,,,404.83 ,0.003373561,1742.891 ,0.014524092,,0
0.003740865,0.015631175,0,0,0,0,,,,448.90 ,0.003740865,1875.741 ,0.015631175,,0
0.004105212,0.016727592,0,0,1.166666667,1.166666667,,,,492.63 ,0.004105212,2007.311 ,0.016727592,,0
0.004300434,0.01703215,0,0,0.833333333,0.833333333,,,,516.05 ,0.004300434,2043.858 ,0.01703215,,0
0.006439912,0.022987325,0,1.73E-05,0,0,,,,772.79 ,0.006439912,2758.479 ,0.022987325,,0
0.005611985,0.020128447,0,0.000176563,1.166666667,1.166666667,,,,673.44 ,0.005611985,2415.414 ,0.020128447,,0
0.004391584,0.016677995,0,0.000583651,2.583333333,2.583333333,,,,526.99 ,0.004391584,2001.359 ,0.016677995,,0
0.002207852,0.010480755,0,0.00063631,2.416666667,2.416666667,,,,264.94 ,0.002207852,1257.691 ,0.010480755,,0
0.002547605,0.011227462,0,0.000311063,2.583333333,2.583333333,,,,305.71 ,0.002547605,1347.295 ,0.011227462,,0
0.00206945,0.010055837,0,0.001313378,3.583333333,3.583333333,,,,248.33 ,0.00206945,1206.700 ,0.010055837,,0
0.002888853,0.012782352,0,0.001217027,4,4,,,,346.66 ,0.002888853,1533.882 ,0.012782352,,0
0.002441131,0.011280967,0,0.000947048,4,4,,,,292.94 ,0.002441131,1353.716 ,0.011280967,,0
0.003156329,0.01292834,0,0.000588868,2.833333333,2.833333333,,,,378.76 ,0.003156329,1551.401 ,0.01292834,,0
0.002402738,0.011079088,0,5.64E-05,2.583333333,2.583333333,,,,288.33 ,0.002402738,1329.491 ,0.011079088,,0
0.002620619,0.011515027,0,0,3,3,,,,314.47 ,0.002620619,1381.803 ,0.011515027,,0
0.002586659,0.011833958,0,0,3,3,,,,310.40 ,0.002586659,1420.075 ,0.011833958,,0
0.002058769,0.009832845,0,0,2.416666667,2.416666667,,,,247.05 ,0.002058769,1179.941 ,0.009832845,,0
0.001700717,0.008183565,0,0,3.166666667,3.166666667,,,,204.09 ,0.001700717,982.028 ,0.008183565,,0
0.001417803,0.006977367,0,0,2.833333333,2.833333333,,,,170.14 ,0.001417803,837.284 ,0.006977367,,0
0.001373737,0.007602875,0,0,2,2,,,,164.85 ,0.001373737,912.345 ,0.007602875,,0
0.000941367,0.006655825,0,0,2,2,,,,112.96 ,0.000941367,798.699 ,0.006655825,,0
4.87512E-05,0,0,0,2,2,,,,5.85 ,4.87512E-05,,0,,0
7.60857E-06,0,0,0,2,2,,,,0.91 ,7.60857E-06,,0,,0
3.66339E-06,0,0,0,2,2,,,,0.44 ,3.66339E-06,,0,,0
0,0,0,0,1.416666667,1.416666667,,,,0.00 ,0,,0,,0
3.66339E-06,0,0,0,1,1,,,,0.44 ,3.66339E-06,,0,,0
7.60857E-06,0,0,0,0.416666667,0.416666667,,,,0.91 ,7.60857E-06,,0,,0
6.00232E-05,0,0,9.78E-07,0,0,,,,7.20 ,6.00232E-05,,0,,0
0.000169079,0,0,4.40E-06,0,0,,,,20.29 ,0.000169079,,0,,0
0.000225439,0,0,4.89E-07,0,0,,,,27.05 ,0.000225439,,0,,0
0.000172743,0,0,0,0,0,,,,20.73 ,0.000172743,,0,,0
8.25671E-05,0,0,0,0,0,,,,9.91 ,8.25671E-05,,0,,0
0.000135264,0,0,0,1.166666667,1.166666667,,,,16.23 ,0.000135264,,0,,0
8.25671E-05,0,0,0,2,2,,,,9.91 ,8.25671E-05,,0,,0
4.50878E-05,0,0,0,2,2,,,,5.41 ,4.50878E-05,,0,,0
6.76318E-05,0,0,0,2,2,,,,8.12 ,6.76318E-05,,0,,0
0.000165134,0,0,0,2.583333333,2.583333333,,,,19.82 ,0.000165134,,0,,0
8.25671E-05,0,0,0,1.833333333,1.833333333,,,,9.91 ,8.25671E-05,,0,,0
0.000123992,0,0,0,2.166666667,2.166666667,,,,14.88 ,0.000123992,,0,,0
4.87512E-05,0,0,0,3.583333333,3.583333333,,,,5.85 ,4.87512E-05,,0,,0
0.000116383,0,0,0,4,4,,,,13.97 ,0.000116383,,0,,0
0.000214167,0,0,0,4,4,,,,25.70 ,0.000214167,,0,,0
0.00027419,0,0,0,2.25,2.25,,,,32.90 ,0.00027419,,0,,0
0.000138927,0,0,0,2.75,2.75,,,,16.67 ,0.000138927,,0,,0
7.12951E-05,0,0,0,4,4,,,,8.56 ,7.12951E-05,,0,,0
3.4103E-05,0,0,0,2.833333333,2.833333333,,,,4.09 ,3.4103E-05,,0,,0
5.32243E-06,0,0,0,0.833333333,0.833333333,,,,0.64 ,5.32243E-06,,0,,0
2.56265E-06,0,0,0,0,0,,,,0.31 ,2.56265E-06,,0,,0
0,0,0,0,0.583333333,0.583333333,,,,0.00 ,0,,0,,0
2.56265E-06,0,0,0,1.583333333,1.583333333,,,,0.31 ,2.56265E-06,,0,,0
5.32243E-06,0,0,0,3.166666667,3.166666667,,,,0.64 ,5.32243E-06,,0,,0
4.19881E-05,0,0,0,3.416666667,3.416666667,,,,5.04 ,4.19881E-05,,0,,0
0.000118276,0,0,0,3.583333333,3.583333333,,,,14.19 ,0.000118276,,0,,0
0.000157702,0,0,0,3.416666667,3.416666667,,,,18.92 ,0.000157702,,0,,0
0.000120839,0,0,0,3,3,,,,14.50 ,0.000120839,,0,,0
5.77582E-05,0,0,0,3.583333333,3.583333333,,,,6.93 ,5.77582E-05,,0,,0
9.4621E-05,0,0,0,2.833333333,2.833333333,,,,11.35 ,9.4621E-05,,0,,0
5.77582E-05,0,0,0,2.583333333,2.583333333,,,,6.93 ,5.77582E-05,,0,,0
3.15403E-05,0,0,0,3,3,,,,3.78 ,3.15403E-05,,0,,0
4.73105E-05,0,0,0,1.833333333,1.833333333,,,,5.68 ,4.73105E-05,,0,,0
0.000115516,0,0,0,2.75,2.75,,,,13.86 ,0.000115516,,0,,0
5.77582E-05,0,0,0,3.416666667,3.416666667,,,,6.93 ,5.77582E-05,,0,,0
8.67359E-05,0,0,0,2.416666667,2.416666667,,,,10.41 ,8.67359E-05,,0,,0
3.4103E-05,0,0,0,2,2,,,,4.09 ,3.4103E-05,,0,,0
8.14135E-05,0,0,0,1.416666667,1.416666667,,,,9.77 ,8.14135E-05,,0,,0
0.000149817,0,0,0,1,1,,,,17.98 ,0.000149817,,0,,0
0.000191805,0,0,0,1,1,,,,23.02 ,0.000191805,,0,,0
9.71836E-05,0,0,0,0.416666667,0.416666667,,,,11.66 ,9.71836E-05,,0,,0
4.98731E-05,0,0,0,0.583333333,0.583333333,,,,5.98 ,4.98731E-05,,0,,0
2.09424E-05,0,0,0,1,1,,,,2.51 ,2.09424E-05,,0,,0
3.26847E-06,0,0,0,0.416666667,0.416666667,,,,0.39 ,3.26847E-06,,0,,0
1.57371E-06,0,0,0,0.583333333,0.583333333,,,,0.19 ,1.57371E-06,,0,,0
0,0,0,0,1.583333333,1.583333333,,,,0.00 ,0,,0,,0
1.57371E-06,0,0,0,0.833333333,0.833333333,,,,0.19 ,1.57371E-06,,0,,0
3.26847E-06,0,0,0,0,0,,,,0.39 ,3.26847E-06,,0,,0
2.57846E-05,0,0,0,1.166666667,1.166666667,,,,3.09 ,2.57846E-05,,0,,0
7.26327E-05,0,0,0,1.416666667,1.416666667,,,,8.72 ,7.26327E-05,,0,,0
9.68436E-05,0,0,0,1.583333333,1.583333333,,,,11.62 ,9.68436E-05,,0,,0
7.42064E-05,0,0,0,2.583333333,2.583333333,,,,8.90 ,7.42064E-05,,0,,0
3.5469E-05,0,0,0,3,3,,,,4.26 ,3.5469E-05,,0,,0
5.81062E-05,0,0,0,3.583333333,3.583333333,,,,6.97 ,5.81062E-05,,0,,0
3.5469E-05,0,0,0,4,4,,,,4.26 ,3.5469E-05,,0,,0
1.93687E-05,0,0,0,4,4,,,,2.32 ,1.93687E-05,,0,,0
2.90531E-05,0,0,0,4,4,,,,3.49 ,2.90531E-05,,0,,0
7.09379E-05,0,0,0,3.416666667,3.416666667,,,,8.51 ,7.09379E-05,,0,,0
3.5469E-05,0,0,0,3.583333333,3.583333333,,,,4.26 ,3.5469E-05,,0,,0
5.3264E-05,0,0,0,4,4,,,,6.39 ,5.3264E-05,,0,,0
2.09424E-05,0,0,0,3.416666667,3.416666667,,,,2.51 ,2.09424E-05,,0,,0
4.99955E-05,0,0,0,3,3,,,,6.00 ,4.99955E-05,,0,,0
9.20014E-05,0,0,0,3,3,,,,11.04 ,9.20014E-05,,0,,0
0.000117786,0,0,0,2.416666667,2.416666667,,,,14.13 ,0.000117786,,0,,0
5.96799E-05,0,0,0,1.416666667,1.416666667,,,,7.16 ,5.96799E-05,,0,,0
3.06268E-05,0,0,0,1.583333333,1.583333333,,,,3.68 ,3.06268E-05,,0,,0
2.41467E-05,0,0,0,1.416666667,1.416666667,,,,2.90 ,2.41467E-05,,0,,0
3.76857E-06,0,0,0,0.416666667,0.416666667,,,,0.45 ,3.76857E-06,,0,,0
1.81449E-06,0,0,0,0,0,,,,0.22 ,1.81449E-06,,0,,0
0,0,0,0,0,0,,,,0.00 ,0,,0,,0
1.81449E-06,0,0,0,0,0,,,,0.22 ,1.81449E-06,,0,,0
3.76857E-06,0,0,0,0,0,,,,0.45 ,3.76857E-06,,0,,0
2.97298E-05,0,0,0,0,0,,,,3.57 ,2.97298E-05,,0,,0
8.37459E-05,0,0,0,0,0,,,,10.05 ,8.37459E-05,,0,,0
0.000111661,0,0,0,0,0,,,,13.40 ,0.000111661,,0,,0
8.55604E-05,0,0,0,0.583333333,0.583333333,,,,10.27 ,8.55604E-05,,0,,0
4.08959E-05,0,0,0,1.583333333,1.583333333,,,,4.91 ,4.08959E-05,,0,,0
6.69967E-05,0,0,0,2,2,,,,8.04 ,6.69967E-05,,0,,0
4.08959E-05,0,0,0.000254981,2,2,,,,4.91 ,4.08959E-05,,0,,0
2.23322E-05,0,0,0.001397502,2,2,,,,2.68 ,2.23322E-05,,0,,0
3.34984E-05,0,0,0.001252894,2,2,,,,4.02 ,3.34984E-05,,0,,0
8.17918E-05,0,0,0.000125045,2.583333333,2.583333333,,,,9.82 ,8.17918E-05,,0,,0
4.08959E-05,0,0,0,3,3,,,,4.91 ,4.08959E-05,,0,,0
6.14137E-05,0,0,0,3,3,,,,7.37 ,6.14137E-05,,0,,0
2.41467E-05,0,0,0,1.833333333,1.833333333,,,,2.90 ,2.41467E-05,,0,,0
5.76451E-05,0,0,0,1,1,,,,6.92 ,5.76451E-05,,0,,0
0.000106078,0,0,0,0.416666667,0.416666667,,,,12.73 ,0.000106078,,0,,0
0.000135808,0,0,0,0,0,,,,16.30 ,0.000135808,,0,,0
6.88112E-05,0,0,0,0,0,,,,8.26 ,6.88112E-05,,0,,0
3.53129E-05,0,0,0,0,0,,,,4.24 ,3.53129E-05,,0,,0
2.33457E-05,0,0,0,0,0,,,,2.80 ,2.33457E-05,,0,,0
3.64354E-06,0,0,0,0,0,,,,0.44 ,3.64354E-06,,0,,0
1.7543E-06,0,0,0,0.583333333,0.583333333,,,,0.21 ,1.7543E-06,,0,,0
0,0,0,0,0.416666667,0.416666667,,,,0.00 ,0,,0,,0
1.7543E-06,0,0,0,0,0,,,,0.21 ,1.7543E-06,,0,,0
3.64354E-06,0,0,0,0,0,,,,0.44 ,3.64354E-06,,0,,0
2.87435E-05,0,0,0,1.166666667,1.166666667,,,,3.45 ,2.87435E-05,,0,,0
8.09676E-05,0,0,3.26E-05,2,2,,,,9.72 ,8.09676E-05,,0,,0
0.000107957,0,0,0.000239656,2.583333333,2.583333333,,,,12.95 ,0.000107957,,0,,0
8.27219E-05,0,0,0.000590988,3,3,,,,9.93 ,8.27219E-05,,0,,0
3.95392E-05,0,0,0.00096172,4.166666667,4.166666667,,,,4.74 ,3.95392E-05,,0,,0
6.47741E-05,0,0,0.001271153,5,5,,,,7.77 ,6.47741E-05,,0,,0
3.95392E-05,0,0,0.00143989,5.583333333,5.583333333,,,,4.74 ,3.95392E-05,,0,,0
2.15914E-05,0,0,0.001438912,6,6,,,,2.59 ,2.15914E-05,,0,,0
3.2387E-05,0,0,0.001459617,7.166666667,7.166666667,,,,3.89 ,3.2387E-05,,0,,0
7.90784E-05,0,0,0.001417718,8,8,,,,9.49 ,7.90784E-05,,0,,0
3.95392E-05,0,0,0.001207897,8,8,,,,4.74 ,3.95392E-05,,0,,0
5.93762E-05,0,0,0.000638919,6.25,6.25,,,,7.13 ,5.93762E-05,,0,,0
2.33457E-05,0,0,5.90E-05,4.416666667,4.416666667,,,,2.80 ,2.33457E-05,,0,,0
5.57327E-05,0,0,0,2.25,2.25,,,,6.69 ,5.57327E-05,,0,,0
0.000102559,0,0,0,1,1,,,,12.31 ,0.000102559,,0,,0
0.000131302,0,0,0,1,1,,,,15.76 ,0.000131302,,0,,0
6.65284E-05,0,0,0,2.75,2.75,,,,7.98 ,6.65284E-05,,0,,0
3.41413E-05,0,0,0,3.416666667,3.416666667,,,,4.10 ,3.41413E-05,,0,,0
2.37462E-05,0,0,0,2.416666667,2.416666667,,,,2.85 ,2.37462E-05,,0,,0
3.70605E-06,0,0,0,2,2,,,,0.44 ,3.70605E-06,,0,,0
1.7844E-06,0,0,0,0.833333333,0.833333333,,,,0.21 ,1.7844E-06,,0,,0
0,0,0,0,0,0,,,,0.00 ,0,,0,,0
1.7844E-06,0,0,0,0,0,,,,0.21 ,1.7844E-06,,0,,0
3.70605E-06,0,0,0,0,0,,,,0.44 ,3.70605E-06,,0,,0
2.92366E-05,0,0,0,0,0,,,,3.51 ,2.92366E-05,,0,,0
8.23568E-05,0,0,4.99E-05,0,0,,,,9.88 ,8.23568E-05,,0,,0
0.000109809,0,0,0.00033992,0,0,,,,13.18 ,0.000109809,,0,,0
8.41411E-05,0,0,0.00072826,1.166666667,1.166666667,,,,10.10 ,8.41411E-05,,0,,0
4.02175E-05,0,0,0.001113828,2.583333333,2.583333333,,,,4.83 ,4.02175E-05,,0,,0
6.58854E-05,0,0,0.001373211,2.416666667,2.416666667,,,,7.91 ,6.58854E-05,,0,,0
4.02175E-05,0,0,0.001506081,2,2,,,,4.83 ,4.02175E-05,,0,,0
2.19618E-05,0,0,0.001522384,2,2,,,,2.64 ,2.19618E-05,,0,,0
3.29427E-05,0,0,0.001492713,2.583333333,2.583333333,,,,3.95 ,3.29427E-05,,0,,0
8.04351E-05,0,0,0.001420816,3,3,,,,9.65 ,8.04351E-05,,0,,0
4.02175E-05,0,0,0.001212299,2.416666667,2.416666667,,,,4.83 ,4.02175E-05,,0,,0
6.0395E-05,0,0,0.000652287,2.583333333,2.583333333,,,,7.25 ,6.0395E-05,,0,,0
2.37462E-05,0,0,6.05E-05,1.833333333,1.833333333,,,,2.85 ,2.37462E-05,,0,,0
5.66889E-05,0,0,0,1,1,,,,6.80 ,5.66889E-05,,0,,0
0.000104319,0,0,0,2.166666667,2.166666667,,,,12.52 ,0.000104319,,0,,0
0.000133555,0,0,0,3.583333333,3.583333333,,,,16.03 ,0.000133555,,0,,0
6.76698E-05,0,0,0,4.583333333,4.583333333,,,,8.12 ,6.76698E-05,,0,,0
3.47271E-05,0,0,0,4.416666667,4.416666667,,,,4.17 ,3.47271E-05,,0,,0
2.82093E-05,0,0,0,4,4,,,,3.39 ,2.82093E-05,,0,,0
4.40261E-06,0,0,0,3.416666667,3.416666667,,,,0.53 ,4.40261E-06,,0,,0
2.11978E-06,0,0,0,3.583333333,3.583333333,,,,0.25 ,2.11978E-06,,0,,0
0,0,0,0,4.583333333,4.583333333,,,,0.00 ,0,,0,,0
2.11978E-06,0,0,0,5,5,,,,0.25 ,2.11978E-06,,0,,0
4.40261E-06,0,0,0,3.833333333,3.833333333,,,,0.53 ,4.40261E-06,,0,,0
3.47317E-05,0,0,0,2.416666667,2.416666667,,,,4.17 ,3.47317E-05,,0,,0
9.78359E-05,0,0,1.43E-05,3.166666667,3.166666667,,,,11.74 ,9.78359E-05,,0,,0
0.000130448,0,0,0.000177052,4,4,,,,15.65 ,0.000130448,,0,,0
9.99556E-05,0,0,0.000678046,4,4,,,,11.99 ,9.99556E-05,,0,,0
4.77765E-05,0,0,0.001001663,4,4,,,,5.73 ,4.77765E-05,,0,,0
7.82687E-05,0,0,0.001246536,4.583333333,4.583333333,,,,9.39 ,7.82687E-05,,0,,0
4.77765E-05,0,0,0.001455867,4.416666667,4.416666667,,,,5.73 ,4.77765E-05,,0,,0
2.60896E-05,0,0,0.001517819,4.583333333,4.583333333,,,,3.13 ,2.60896E-05,,0,,0
3.91343E-05,0,0,0.001491245,4.416666667,4.416666667,,,,4.70 ,3.91343E-05,,0,,0
9.5553E-05,0,0,0.001420979,4.583333333,4.583333333,,,,11.47 ,9.5553E-05,,0,,0
4.77765E-05,0,0,0.001216049,4.416666667,4.416666667,,,,5.73 ,4.77765E-05,,0,,0
7.17463E-05,0,0,0.000662721,4,4,,,,8.61 ,7.17463E-05,,0,,0
2.82093E-05,0,0,6.16E-05,4,4,,,,3.39 ,2.82093E-05,,0,,0
6.73437E-05,0,0,0,2.833333333,2.833333333,,,,8.08 ,6.73437E-05,,0,,0
