Electricity Load [J],Heating Load [J],Cooling Load [J],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly),,,,,,,,,
0.002216537,0,0.020415475,0,5.833333333,5.833333333,,,,265.98 ,0.002216537,,0,816.619 ,0.020415475
0.001616565,0,0.014889415,0,4.416666667,4.416666667,,,,193.99 ,0.001616565,,0,595.577 ,0.014889415
0.000984081,0,0.0090639,0,4,4,,,,118.09 ,0.000984081,,0,362.556 ,0.0090639
9.22314E-06,0,8.495E-05,0,3.416666667,3.416666667,,,,1.11 ,9.22314E-06,,0,3.398 ,8.495E-05
1.20538E-20,0,1.11022E-19,0,3,3,,,,0.00 ,1.20538E-20,,0,0.000 ,1.11022E-19
2.53131E-20,0,2.33147E-19,0,3.583333333,3.583333333,,,,0.00 ,2.53131E-20,,0,0.000 ,2.33147E-19
-1.60316E-20,0,-1.4766E-19,0,4,4,,,,0.00 ,-1.60316E-20,,0,0.000 ,-1.4766E-19
6.40361E-22,0,5.89806E-21,0,3.416666667,3.416666667,,,,0.00 ,6.40361E-22,,0,0.000 ,5.89806E-21
0,0,0,0,3.583333333,3.583333333,,,,0.00 ,0,,0,0.000 ,0
1.54289E-20,0,1.42109E-19,0,3.416666667,3.416666667,,,,0.00 ,1.54289E-20,,0,0.000 ,1.42109E-19
7.71446E-21,0,7.10543E-20,0,3,3,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
0,0,0,3.91E-06,3,3,,,,0.00 ,0,,0,0.000 ,0
7.74331E-05,0,0.0007132,7.50E-05,2.416666667,2.416666667,,,,9.29 ,7.74331E-05,,0,28.528 ,0.0007132
0.000934953,0,0.00861141,0.000345626,3.166666667,3.166666667,,,,112.19 ,0.000934953,,0,344.456 ,0.00861141
0.002013963,0,0.01854966,0.000570609,4,4,,,,241.68 ,0.002013963,,0,741.986 ,0.01854966
0.003396289,0,0.031281605,0.000954221,4.583333333,4.583333333,,,,407.55 ,0.003396289,,0,1251.264 ,0.031281605
0.004033786,0,0.037153295,0.001229417,6.166666667,6.166666667,,,,484.05 ,0.004033786,,0,1486.132 ,0.037153295
0.005512366,0,0.05077179,0.001424239,7.583333333,7.583333333,,,,661.48 ,0.005512366,,0,2030.872 ,0.05077179
0.006007436,0,0.055331645,0.001494669,6.833333333,6.833333333,,,,720.89 ,0.006007436,,0,2213.266 ,0.055331645
0.005726969,0,0.052748395,0.001453096,6,6,,,,687.24 ,0.005726969,,0,2109.936 ,0.052748395
0.006144339,0,0.056592595,0.001377776,6,6,,,,737.32 ,0.006144339,,0,2263.704 ,0.056592595
0.005375294,0,0.04950929,0.001094591,6,6,,,,645.04 ,0.005375294,,0,1980.372 ,0.04950929
0.00484273,0,0.04460409,0.000393394,4.25,4.25,,,,581.13 ,0.00484273,,0,1784.164 ,0.04460409
0.003675767,0,0.03385575,0,4.166666667,4.166666667,,,,441.09 ,0.003675767,,0,1354.230 ,0.03385575
0.00266456,0,0.024542,0,2.666666667,2.666666667,,,,319.75 ,0.00266456,,0,981.680 ,0.024542
0.002083927,0,0.019194065,0,1,1,,,,250.07 ,0.002083927,,0,767.763 ,0.019194065
0.001317604,0,0.012135825,0,0.416666667,0.416666667,,,,158.11 ,0.001317604,,0,485.433 ,0.012135825
0.000117515,0,0.001082375,0,0.583333333,0.583333333,,,,14.10 ,0.000117515,,0,43.295 ,0.001082375
-2.36255E-20,0,-2.17604E-19,0,2.166666667,2.166666667,,,,0.00 ,-2.36255E-20,,0,0.000 ,-2.17604E-19
-1.80808E-20,0,-1.66533E-19,0,3,3,,,,0.00 ,-1.80808E-20,,0,0.000 ,-1.66533E-19
2.54035E-20,0,2.3398E-19,0,2.416666667,2.416666667,,,,0.00 ,2.54035E-20,,0,0.000 ,2.3398E-19
1.54289E-20,0,1.42109E-19,0,1.416666667,1.416666667,,,,0.00 ,1.54289E-20,,0,0.000 ,1.42109E-19
-7.71446E-21,0,-7.10543E-20,0,2.166666667,2.166666667,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
0,0,0,0,1.25,1.25,,,,0.00 ,0,,0,0.000 ,0
7.71446E-21,0,7.10543E-20,0,0,0,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
0,0,0,0,0.583333333,0.583333333,,,,0.00 ,0,,0,0.000 ,0
0,0,0,7.08E-05,1.583333333,1.583333333,,,,0.00 ,0,,0,0.000 ,0
0.000142261,0,0.0013103,0.000464476,1.416666667,1.416666667,,,,17.07 ,0.000142261,,0,52.412 ,0.0013103
0.000252048,0,0.002321495,0.000892595,1.583333333,1.583333333,,,,30.25 ,0.000252048,,0,92.860 ,0.002321495
0.000731343,0,0.00673605,0.001204963,2.583333333,2.583333333,,,,87.76 ,0.000731343,,0,269.442 ,0.00673605
0.001282095,0,0.01180877,0.001400437,2.416666667,2.416666667,,,,153.85 ,0.001282095,,0,472.351 ,0.01180877
0.001822022,0,0.016781785,0.001512439,2.583333333,2.583333333,,,,218.64 ,0.001822022,,0,671.271 ,0.016781785
0.002412315,0,0.022218695,0.001505755,3,3,,,,289.48 ,0.002412315,,0,888.748 ,0.022218695
0.002859332,0,0.026335955,0.001466301,3.583333333,3.583333333,,,,343.12 ,0.002859332,,0,1053.438 ,0.026335955
0.003026382,0,0.02787457,0.001378265,2.833333333,2.833333333,,,,363.17 ,0.003026382,,0,1114.983 ,0.02787457
0.00289271,0,0.02664338,0.001087254,2,2,,,,347.13 ,0.00289271,,0,1065.735 ,0.02664338
0.002577972,0,0.023744475,0.000379699,2.583333333,2.583333333,,,,309.36 ,0.002577972,,0,949.779 ,0.023744475
0.002259047,0,0.020807015,0,1.833333333,1.833333333,,,,271.09 ,0.002259047,,0,832.281 ,0.020807015
0.001767478,0,0.016279405,0,2.166666667,2.166666667,,,,212.10 ,0.001767478,,0,651.176 ,0.016279405
0.001434752,0,0.013214825,0,2.416666667,2.416666667,,,,172.17 ,0.001434752,,0,528.593 ,0.013214825
0.000826291,0,0.007610575,0,0.833333333,0.833333333,,,,99.15 ,0.000826291,,0,304.423 ,0.007610575
7.90807E-05,0,0.000728375,0,0,0,,,,9.49 ,7.90807E-05,,0,29.135 ,0.000728375
-3.25454E-20,0,-2.9976E-19,0,0,0,,,,0.00 ,-3.25454E-20,,0,0.000 ,-2.9976E-19
-2.02505E-20,0,-1.86517E-19,0,0,0,,,,0.00 ,-2.02505E-20,,0,0.000 ,-1.86517E-19
2.22243E-21,0,2.04697E-20,0,0,0,,,,0.00 ,2.22243E-21,,0,0.000 ,2.04697E-20
1.54289E-20,0,1.42109E-19,0,0,0,,,,0.00 ,1.54289E-20,,0,0.000 ,1.42109E-19
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
1.54289E-20,0,1.42109E-19,5.35E-05,0,0,,,,0.00 ,1.54289E-20,,0,0.000 ,1.42109E-19
0.000210531,0,0.0019391,0.000369102,0,0,,,,25.26 ,0.000210531,,0,77.564 ,0.0019391
0.000617452,0,0.00568706,0.000786136,0,0,,,,74.09 ,0.000617452,,0,227.482 ,0.00568706
0.001345046,0,0.01238858,0.00110046,1.75,1.75,,,,161.41 ,0.001345046,,0,495.543 ,0.01238858
0.00152134,0,0.014012345,0.001336855,3,3,,,,182.56 ,0.00152134,,0,560.494 ,0.014012345
0.002250675,0,0.0207299,0.001506407,3.583333333,3.583333333,,,,270.08 ,0.002250675,,0,829.196 ,0.0207299
0.002840383,0,0.026161425,0.001505755,4,4,,,,340.85 ,0.002840383,,0,1046.457 ,0.026161425
0.003145357,0,0.02897039,0.001465975,3.416666667,3.416666667,,,,377.44 ,0.003145357,,0,1158.816 ,0.02897039
0.003173558,0,0.029230135,0.001375493,3.583333333,3.583333333,,,,380.83 ,0.003173558,,0,1169.205 ,0.029230135
0.002927088,0,0.026960025,0.001078614,4,4,,,,351.25 ,0.002927088,,0,1078.401 ,0.026960025
0.002950319,0,0.02717399,0.000367309,3.416666667,3.416666667,,,,354.04 ,0.002950319,,0,1086.960 ,0.02717399
0.00234276,0,0.02157805,0,1.833333333,1.833333333,,,,281.13 ,0.00234276,,0,863.122 ,0.02157805
0.001768393,0,0.01628783,0,0.416666667,0.416666667,,,,212.21 ,0.001768393,,0,651.513 ,0.01628783
0.001387574,0,0.01278029,0,0.583333333,0.583333333,,,,166.51 ,0.001387574,,0,511.212 ,0.01278029
0.000794515,0,0.0073179,0,0.416666667,0.416666667,,,,95.34 ,0.000794515,,0,292.716 ,0.0073179
8.07229E-05,0,0.0007435,0,0.583333333,0.583333333,,,,9.69 ,8.07229E-05,,0,29.740 ,0.0007435
-7.35285E-21,0,-6.77236E-20,0,0.416666667,0.416666667,,,,0.00 ,-7.35285E-21,,0,0.000 ,-6.77236E-20
2.70609E-20,0,2.49245E-19,0,0,0,,,,0.00 ,2.70609E-20,,0,0.000 ,2.49245E-19
-2.31434E-20,0,-2.13163E-19,0,0,0,,,,0.00 ,-2.31434E-20,,0,0.000 ,-2.13163E-19
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
-7.71446E-21,0,-7.10543E-20,0,0,0,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
7.71446E-21,0,7.10543E-20,0,0,0,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
1.54289E-20,0,1.42109E-19,0,0,0,,,,0.00 ,1.54289E-20,,0,0.000 ,1.42109E-19
0.000108417,0,0.000998575,4.21E-05,0,0,,,,13.01 ,0.000108417,,0,39.943 ,0.000998575
0.000919268,0,0.008466945,0.000294923,0,0,,,,110.31 ,0.000919268,,0,338.678 ,0.008466945
0.001104562,0,0.0101736,0.000652939,0,0,,,,132.55 ,0.001104562,,0,406.944 ,0.0101736
0.001506812,0,0.01387853,0.000964166,0.583333333,0.583333333,,,,180.82 ,0.001506812,,0,555.141 ,0.01387853
0.002772798,0,0.02553893,0.00126235,2.166666667,2.166666667,,,,332.74 ,0.002772798,,0,1021.557 ,0.02553893
0.003547633,0,0.03267557,0.001490919,2.416666667,2.416666667,,,,425.72 ,0.003547633,,0,1307.023 ,0.03267557
0.003984354,0,0.036698,0.001418696,2,2,,,,478.12 ,0.003984354,,0,1467.920 ,0.036698
0.005883199,0,0.05418736,0.001036878,2,2,,,,705.98 ,0.005883199,,0,2167.494 ,0.05418736
0.007066705,0,0.06508807,0.001143337,2.583333333,2.583333333,,,,848.00 ,0.007066705,,0,2603.523 ,0.06508807
0.005735615,0,0.05282803,0.001049268,3.583333333,3.583333333,,,,688.27 ,0.005735615,,0,2113.121 ,0.05282803
0.003903558,0,0.035953825,0.000354919,2.833333333,2.833333333,,,,468.43 ,0.003903558,,0,1438.153 ,0.035953825
0.002759822,0,0.02541941,0,1.416666667,1.416666667,,,,331.18 ,0.002759822,,0,1016.776 ,0.02541941
0.00183401,0,0.0168922,0,1,1,,,,220.08 ,0.00183401,,0,675.688 ,0.0168922
0.001177249,0,0.01084308,0,1.583333333,1.583333333,,,,141.27 ,0.001177249,,0,433.723 ,0.01084308
0.000609099,0,0.005610125,0,0.833333333,0.833333333,,,,73.09 ,0.000609099,,0,224.405 ,0.005610125
4.91797E-20,0,4.52971E-19,0,0,0,,,,0.00 ,4.91797E-20,,0,0.000 ,4.52971E-19
6.93096E-21,0,6.38378E-20,0,0.583333333,0.583333333,,,,0.00 ,6.93096E-21,,0,0.000 ,6.38378E-20
-1.67549E-20,0,-1.54321E-19,0,1,1,,,,0.00 ,-1.67549E-20,,0,0.000 ,-1.54321E-19
2.41077E-21,0,2.22045E-20,0,0.416666667,0.416666667,,,,0.00 ,2.41077E-21,,0,0.000 ,2.22045E-20
-5.42423E-21,0,-4.996E-20,0,0,0,,,,0.00 ,-5.42423E-21,,0,0.000 ,-4.996E-20
-7.71446E-21,0,-7.10543E-20,0,0,0,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
0.00023782,0,0.00219045,5.58E-05,0,0,,,,28.54 ,0.00023782,,0,87.618 ,0.00219045
0.001143448,0,0.010531755,0.000386873,0,0,,,,137.21 ,0.001143448,,0,421.270 ,0.010531755
0.00233268,0,0.021485215,0.000830154,1.166666667,1.166666667,,,,279.92 ,0.00233268,,0,859.409 ,0.021485215
0.002498447,0,0.02301201,0.001163227,3.166666667,3.166666667,,,,299.81 ,0.002498447,,0,920.480 ,0.02301201
0.003174929,0,0.02924277,0.001379732,4,4,,,,380.99 ,0.003174929,,0,1169.711 ,0.02924277
0.004839124,0,0.044570875,0.001072907,4,4,,,,580.69 ,0.004839124,,0,1782.835 ,0.044570875
0.005659375,0,0.052125825,0.00010597,4,4,,,,679.13 ,0.005659375,,0,2085.033 ,0.052125825
0.00661565,0,0.060933615,0,4,4,,,,793.88 ,0.00661565,,0,2437.345 ,0.060933615
0.006093757,0,0.056126705,0,2.833333333,2.833333333,,,,731.25 ,0.006093757,,0,2245.068 ,0.056126705
0.004610092,0,0.042461375,0,2,2,,,,553.21 ,0.004610092,,0,1698.455 ,0.042461375
0.004370991,0,0.040259125,0,3.166666667,3.166666667,,,,524.52 ,0.004370991,,0,1610.365 ,0.040259125
0.002954146,0,0.02720924,0,4,4,,,,354.50 ,0.002954146,,0,1088.370 ,0.02720924
0.002258909,0,0.02080574,0,2.833333333,2.833333333,,,,271.07 ,0.002258909,,0,832.230 ,0.02080574
0.001719238,0,0.01583509,0,2.583333333,2.583333333,,,,206.31 ,0.001719238,,0,633.404 ,0.01583509
0.001009131,0,0.009294625,0,3,3,,,,121.10 ,0.001009131,,0,371.785 ,0.009294625
2.44286E-07,0,2.25E-06,0,2.416666667,2.416666667,,,,0.03 ,2.44286E-07,,0,0.090 ,2.25E-06
1.73575E-20,0,1.59872E-19,0,2,2,,,,0.00 ,1.73575E-20,,0,0.000 ,1.59872E-19
-1.36397E-20,0,-1.25629E-19,0,2.583333333,2.583333333,,,,0.00 ,-1.36397E-20,,0,0.000 ,-1.25629E-19
-7.71446E-21,0,-7.10543E-20,0,3,3,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
-7.71446E-21,0,-7.10543E-20,0,2.416666667,2.416666667,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
-7.71446E-21,0,-7.10543E-20,0,2,2,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
7.71446E-21,0,7.10543E-20,0,2,2,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
0,0,0,0,2,2,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,1.416666667,1.416666667,,,,0.00 ,0,,0,0.000 ,0
1.46436E-05,0,0.000134875,0,1,1,,,,1.76 ,1.46436E-05,,0,5.395 ,0.000134875
0.000440146,0,0.004053975,4.89E-05,2.75,2.75,,,,52.82 ,0.000440146,,0,162.159 ,0.004053975
0.000734732,0,0.00676727,0.000220092,3.416666667,3.416666667,,,,88.17 ,0.000734732,,0,270.691 ,0.00676727
0.001068858,0,0.009844745,2.45E-05,3.583333333,3.583333333,,,,128.26 ,0.001068858,,0,393.790 ,0.009844745
0.001319108,0,0.01214968,0,4.583333333,4.583333333,,,,158.29 ,0.001319108,,0,485.987 ,0.01214968
0.003148799,0,0.0290021,0,5,5,,,,377.86 ,0.003148799,,0,1160.084 ,0.0290021
0.003646956,0,0.033590385,0,5,5,,,,437.63 ,0.003646956,,0,1343.615 ,0.033590385
0.005655093,0,0.05208638,0,4.416666667,4.416666667,,,,678.61 ,0.005655093,,0,2083.455 ,0.05208638
0.006873507,0,0.06330862,0,4,4,,,,824.82 ,0.006873507,,0,2532.345 ,0.06330862
0.005541132,0,0.05103674,0,4,4,,,,664.94 ,0.005541132,,0,2041.470 ,0.05103674
0.004695069,0,0.043244055,0,4.583333333,4.583333333,,,,563.41 ,0.004695069,,0,1729.762 ,0.043244055
0.002993843,0,0.02757487,0,3.833333333,3.833333333,,,,359.26 ,0.002993843,,0,1102.995 ,0.02757487
0.002236078,0,0.020595455,0,3,3,,,,268.33 ,0.002236078,,0,823.818 ,0.020595455
0.001676006,0,0.0154369,0,1.833333333,1.833333333,,,,201.12 ,0.001676006,,0,617.476 ,0.0154369
0.000940641,0,0.0086638,0,0.416666667,0.416666667,,,,112.88 ,0.000940641,,0,346.552 ,0.0086638
1.15717E-20,0,1.06581E-19,0,1.166666667,1.166666667,,,,0.00 ,1.15717E-20,,0,0.000 ,1.06581E-19
1.27771E-20,0,1.17684E-19,0,1.416666667,1.416666667,,,,0.00 ,1.27771E-20,,0,0.000 ,1.17684E-19
9.64308E-21,0,8.88178E-20,0,1,1,,,,0.00 ,9.64308E-21,,0,0.000 ,8.88178E-20
7.41312E-21,0,6.82787E-20,0,1,1,,,,0.00 ,7.41312E-21,,0,0.000 ,6.82787E-20
0,0,0,0,1,1,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,0.416666667,0.416666667,,,,0.00 ,0,,0,0.000 ,0
7.71446E-21,0,7.10543E-20,0,1.166666667,1.166666667,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
0,0,0,0,2,2,,,,0.00 ,0,,0,0.000 ,0
-1.15717E-20,0,-1.06581E-19,1.76E-05,0.833333333,0.833333333,,,,0.00 ,-1.15717E-20,,0,0.000 ,-1.06581E-19
0.000003135,0,0.000028875,7.92E-05,1.166666667,1.166666667,,,,0.38 ,0.000003135,,0,1.155 ,0.000028875
0.000807935,0,0.007441505,2.64E-05,2.583333333,2.583333333,,,,96.95 ,0.000807935,,0,297.660 ,0.007441505
0.001711565,0,0.015764415,7.92E-05,3,3,,,,205.39 ,0.001711565,,0,630.577 ,0.015764415
0.003113782,0,0.028679575,8.80E-06,3,3,,,,373.65 ,0.003113782,,0,1147.183 ,0.028679575
0.002642772,0,0.02434132,0,2.416666667,2.416666667,,,,317.13 ,0.002642772,,0,973.653 ,0.02434132
0.004579624,0,0.04218075,0,2.583333333,2.583333333,,,,549.55 ,0.004579624,,0,1687.230 ,0.04218075
0.005039654,0,0.04641787,0,2.416666667,2.416666667,,,,604.76 ,0.005039654,,0,1856.715 ,0.04641787
0.006381901,0,0.058780665,0,0.833333333,0.833333333,,,,765.83 ,0.006381901,,0,2351.227 ,0.058780665
0.007046882,0,0.064905495,0,1.166666667,1.166666667,,,,845.63 ,0.007046882,,0,2596.220 ,0.064905495
0.005472601,0,0.050405535,0,2,2,,,,656.71 ,0.005472601,,0,2016.221 ,0.050405535
0.00489759,0,0.04510938,0,1.416666667,1.416666667,,,,587.71 ,0.00489759,,0,1804.375 ,0.04510938
0.003204773,0,0.029517645,0,1,1,,,,384.57 ,0.003204773,,0,1180.706 ,0.029517645
0.002404773,0,0.022149225,0,0.416666667,0.416666667,,,,288.57 ,0.002404773,,0,885.969 ,0.022149225
0.001879031,0,0.017306865,0,0.583333333,0.583333333,,,,225.48 ,0.001879031,,0,692.275 ,0.017306865
0.001151435,0,0.010605325,0,1,1,,,,138.17 ,0.001151435,,0,424.213 ,0.010605325
4.48319E-05,0,0.000412925,0,1.583333333,1.583333333,,,,5.38 ,4.48319E-05,,0,16.517 ,0.000412925
-7.11177E-20,0,-6.55032E-19,0,0.833333333,0.833333333,,,,0.00 ,-7.11177E-20,,0,0.000 ,-6.55032E-19
-3.36302E-20,0,-3.09752E-19,0,0,0,,,,0.00 ,-3.36302E-20,,0,0.000 ,-3.09752E-19
3.94764E-21,0,3.63598E-20,0,0,0,,,,0.00 ,3.94764E-21,,0,0.000 ,3.63598E-20
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
7.71446E-21,0,7.10543E-20,0,0,0,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
3.85723E-21,0,3.55271E-20,0,0,0,,,,0.00 ,3.85723E-21,,0,0.000 ,3.55271E-20
6.59571E-05,0,0.0006075,0,0,0,,,,7.91 ,6.59571E-05,,0,24.300 ,0.0006075
0.000910618,0,0.008387275,8.25E-05,0,0,,,,109.27 ,0.000910618,,0,335.491 ,0.008387275
0.001919755,0,0.017681955,0.000501647,0.583333333,0.583333333,,,,230.37 ,0.001919755,,0,707.278 ,0.017681955
0.003483634,0,0.0320861,0.000795755,1,1,,,,418.04 ,0.003483634,,0,1283.444 ,0.0320861
0.004222052,0,0.038887325,0.001011445,0.416666667,0.416666667,,,,506.65 ,0.004222052,,0,1555.493 ,0.038887325
0.005960588,0,0.05490015,0.0011704,0,0,,,,715.27 ,0.005960588,,0,2196.006 ,0.05490015
0.007024438,0,0.06469877,0.001342235,1.75,1.75,,,,842.93 ,0.007024438,,0,2587.951 ,0.06469877
0.007477975,0,0.068876085,0.00144364,1.833333333,1.833333333,,,,897.36 ,0.007477975,,0,2755.043 ,0.068876085
0.007819476,0,0.07202149,0.001340605,1,1,,,,938.34 ,0.007819476,,0,2880.860 ,0.07202149
0.00678304,0,0.062475365,0.00098536,1.583333333,1.583333333,,,,813.96 ,0.00678304,,0,2499.015 ,0.062475365
0.006028682,0,0.055527335,9.68E-05,1.416666667,1.416666667,,,,723.44 ,0.006028682,,0,2221.093 ,0.055527335
0.004223279,0,0.03889862,0,0.416666667,0.416666667,,,,506.79 ,0.004223279,,0,1555.945 ,0.03889862
0.003118754,0,0.02872537,0,0,0,,,,374.25 ,0.003118754,,0,1149.015 ,0.02872537
0.002441047,0,0.022483325,0,0,0,,,,292.93 ,0.002441047,,0,899.333 ,0.022483325
0.001578751,0,0.014541125,0,0,0,,,,189.45 ,0.001578751,,0,581.645 ,0.014541125
0.000189758,0,0.001747775,0,0,0,,,,22.77 ,0.000189758,,0,69.911 ,0.001747775
0.000023465,0,0.000216125,0,0,0,,,,2.82 ,0.000023465,,0,8.645 ,0.000216125
1.85629E-20,0,1.70974E-19,0,0,0,,,,0.00 ,1.85629E-20,,0,0.000 ,1.70974E-19
-1.31387E-20,0,-1.21014E-19,0,0,0,,,,0.00 ,-1.31387E-20,,0,0.000 ,-1.21014E-19
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
7.71446E-21,0,7.10543E-20,0,0.583333333,0.583333333,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
0,0,0,0,0.416666667,0.416666667,,,,0.00 ,0,,0,0.000 ,0
-1.54289E-20,0,-1.42109E-19,0,0,0,,,,0.00 ,-1.54289E-20,,0,0.000 ,-1.42109E-19
-1.15717E-20,0,-1.06581E-19,0,0,0,,,,0.00 ,-1.15717E-20,,0,0.000 ,-1.06581E-19
-7.71446E-21,0,-7.10543E-20,2.64E-05,0,0,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
1.55127E-05,0,0.00014288,0.000207865,0,0,,,,1.86 ,1.55127E-05,,0,5.715 ,0.00014288
0.000103006,0,0.00094874,0.000529525,0.583333333,0.583333333,,,,12.36 ,0.000103006,,0,37.950 ,0.00094874
0.000193841,0,0.00178538,0.000707229,1.583333333,1.583333333,,,,23.26 ,0.000193841,,0,71.415 ,0.00178538
0.000266211,0,0.00245194,0.000696143,2.583333333,2.583333333,,,,31.95 ,0.000266211,,0,98.078 ,0.00245194
0.000344782,0,0.00317562,7.09E-05,1.833333333,1.833333333,,,,41.37 ,0.000344782,,0,127.025 ,0.00317562
0.000698753,0,0.00643588,0.000124882,1.583333333,1.583333333,,,,83.85 ,0.000698753,,0,257.435 ,0.00643588
0.001188745,0,0.010948965,0.000793472,0.833333333,0.833333333,,,,142.65 ,0.001188745,,0,437.959 ,0.010948965
0.001583961,0,0.014589115,0.00129626,1.166666667,1.166666667,,,,190.08 ,0.001583961,,0,583.565 ,0.014589115
0.001978111,0,0.01821944,0.00097998,2,2,,,,237.37 ,0.001978111,,0,728.778 ,0.01821944
0.00228351,0,0.02103233,9.60E-05,2,2,,,,274.02 ,0.00228351,,0,841.293 ,0.02103233
0.001419388,0,0.01307331,0,2,2,,,,170.33 ,0.001419388,,0,522.932 ,0.01307331
0.000693879,0,0.006390995,0,0.833333333,0.833333333,,,,83.27 ,0.000693879,,0,255.640 ,0.006390995
0.000125321,0,0.001154275,0,0,0,,,,15.04 ,0.000125321,,0,46.171 ,0.001154275
1.54289E-20,0,1.42109E-19,0,0,0,,,,0.00 ,1.54289E-20,,0,0.000 ,1.42109E-19
7.71446E-21,0,7.10543E-20,0,0.583333333,0.583333333,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
-1.54289E-20,0,-1.42109E-19,0,0.416666667,0.416666667,,,,0.00 ,-1.54289E-20,,0,0.000 ,-1.42109E-19
0,0,0,0,0,0,,,,0.00 ,0,,0,0.000 ,0
-7.71446E-21,0,-7.10543E-20,0,0,0,,,,0.00 ,-7.71446E-21,,0,0.000 ,-7.10543E-20
-1.15717E-20,0,-1.06581E-19,0,0,0,,,,0.00 ,-1.15717E-20,,0,0.000 ,-1.06581E-19
7.71446E-21,0,7.10543E-20,0,0.583333333,0.583333333,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
3.85723E-21,0,3.55271E-20,0,1.583333333,1.583333333,,,,0.00 ,3.85723E-21,,0,0.000 ,3.55271E-20
3.85723E-21,0,3.55271E-20,0,1.416666667,1.416666667,,,,0.00 ,3.85723E-21,,0,0.000 ,3.55271E-20
3.85723E-21,0,3.55271E-20,0,0.416666667,0.416666667,,,,0.00 ,3.85723E-21,,0,0.000 ,3.55271E-20
3.85723E-21,0,3.55271E-20,2.77E-05,0,0,,,,0.00 ,3.85723E-21,,0,0.000 ,3.55271E-20
0,0,0,0.000155369,1.166666667,1.166666667,,,,0.00 ,0,,0,0.000 ,0
7.45734E-05,0,0.00068686,0.000219603,2,2,,,,8.95 ,7.45734E-05,,0,27.474 ,0.00068686
0.000186104,0,0.00171412,0.000390622,2.583333333,2.583333333,,,,22.33 ,0.000186104,,0,68.565 ,0.00171412
0.000163836,0,0.00150902,0.000349376,3,3,,,,19.66 ,0.000163836,,0,60.361 ,0.00150902
0.000306469,0,0.00282274,3.51E-05,3,3,,,,36.78 ,0.000306469,,0,112.910 ,0.00282274
0.000771317,0,0.007104235,0,3,3,,,,92.56 ,0.000771317,,0,284.169 ,0.007104235
0.001160329,0,0.01068724,2.51E-05,2.416666667,2.416666667,,,,139.24 ,0.001160329,,0,427.490 ,0.01068724
0.001344467,0,0.012383245,0.000112981,2,2,,,,161.34 ,0.001344467,,0,495.330 ,0.012383245
0.00113516,0,0.01045542,1.26E-05,2.583333333,2.583333333,,,,136.22 ,0.00113516,,0,418.217 ,0.01045542
0.001168356,0,0.010761175,0,2.416666667,2.416666667,,,,140.20 ,0.001168356,,0,430.447 ,0.010761175
0.000468759,0,0.004317515,0,1.416666667,1.416666667,,,,56.25 ,0.000468759,,0,172.701 ,0.004317515
0.000130825,0,0.001204965,0,2.166666667,2.166666667,,,,15.70 ,0.000130825,,0,48.199 ,0.001204965
8.75911E-05,0,0.00080676,0,3,3,,,,10.51 ,8.75911E-05,,0,32.270 ,0.00080676
0,0,0,0,2.416666667,2.416666667,,,,0.00 ,0,,0,0.000 ,0
0,0,0,0,2,2,,,,0.00 ,0,,0,0.000 ,0
7.71446E-21,0,7.10543E-20,0,3.166666667,3.166666667,,,,0.00 ,7.71446E-21,,0,0.000 ,7.10543E-20
